rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,stats_proportion_of_isr,aliases,subjects_offered,closed,unaccredited,rank_numeric,ranking_status,score_status,female_percentage
1000537,Reporter,Universidad del Pacífico,,1000537,,0,,0,,0,,0,,0,Peru,4712,9.1,2.0,55 : 45,28.0,Universidad del Pacífico,"History, Philosophy & Theology,Business & Management,Law,Art, Performing Arts & Design,Sociology,Accounting & Finance,Computer Science,Economics & Econometrics,Politics & International Studies (incl Development Studies)",False,False,,Reporter,Not Available,55.0
1000538,Reporter,Universidad del Pacífico Ecuador,,1000538,,0,,0,,0,,0,,0,Ecuador,689,13.9,1.0,43 : 57,28.0,Universidad del Pacífico Ecuador,"Accounting & Finance,Education,Computer Science,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Law",False,False,,Reporter,Not Available,43.0
1000539,Reporter,Palestine Polytechnic University,,1000539,,0,,0,,0,,0,,0,Palestine,4900,16.6,2.0,58 : 42,30.0,Palestine Polytechnic University,"Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Business & Management,Civil Engineering,Sociology,Computer Science,Economics & Econometrics,Accounting & Finance,Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Psychology,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Other Health",False,False,,Reporter,Not Available,58.0
1000540,Reporter,Palestine Technical University – Kadoorie,,1000540,,0,,0,,0,,0,,0,Palestine,6987,18.8,4.0,59 : 41,46.0,Palestine Technical University – Kadoorie,"Computer Science,Civil Engineering,Agriculture & Forestry,Mathematics & Statistics,Architecture,Accounting & Finance,Physics & Astronomy,Art, Performing Arts & Design,Languages, Literature & Linguistics,Business & Management,Electrical & Electronic Engineering,Sport Science,Mechanical & Aerospace Engineering,Chemistry",False,False,,Reporter,Not Available,59.0
1000541,Reporter,Universidad de Pamplona,,1000541,,0,,0,,0,,0,,0,Colombia,24304,14.9,1.0,51 : 49,28.0,Universidad de Pamplona,"General Engineering,Chemical Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Psychology,Accounting & Finance,Architecture,Geology, Environmental, Earth & Marine Sciences,Law,Veterinary Science,Electrical & Electronic Engineering,Physics & Astronomy,Agriculture & Forestry,Economics & Econometrics,Other Health,History, Philosophy & Theology,Sociology,Civil Engineering,Art, Performing Arts & Design,Education,Sport Science,Business & Management,Computer Science,Biological Sciences",False,False,,Reporter,Not Available,51.0
1000542,Reporter,Panteion University of Social and Political Sciences,,1000542,,0,,0,,0,,0,,0,Greece,13434,67.8,2.0,50 : 50,14.0,Panteion University of Social and Political Sciences,"Mathematics & Statistics,Art, Performing Arts & Design,Economics & Econometrics,Education,History, Philosophy & Theology,Law,Psychology,Communication & Media Studies,Sociology,Accounting & Finance,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Business & Management",False,False,,Reporter,Not Available,50.0
1000543,Reporter,Panthéon-Assas University (Paris 2),,1000543,,0,,0,,0,,0,,0,France,21264,77.9,12.0,64 : 36,20.0,Panthéon-Assas University (Paris 2),"Business & Management,Computer Science,Law,Communication & Media Studies,Accounting & Finance,Economics & Econometrics,Politics & International Studies (incl Development Studies)",False,False,,Reporter,Not Available,64.0
1000544,Reporter,Pavlo Tychyna Uman State Pedagogical University,,1000544,,0,,0,,0,,0,,0,Ukraine,7804,14.5,3.0,32 : 68,17.0,Pavlo Tychyna Uman State Pedagogical University,"Sport Science,Economics & Econometrics,Computer Science,Education,Biological Sciences,Chemistry,Archaeology,Accounting & Finance,History, Philosophy & Theology,Business & Management,Mathematics & Statistics,Languages, Literature & Linguistics,Geography,Agriculture & Forestry,Psychology,Art, Performing Arts & Design,Physics & Astronomy",False,False,,Reporter,Not Available,32.0
1000545,Reporter,University of Petra,,1000545,,0,,0,,0,,0,,0,Jordan,6633,20.5,22.0,58 : 42,23.0,University of Petra,"Medicine & Dentistry,Accounting & Finance,Communication & Media Studies,Other Health,Chemistry,Languages, Literature & Linguistics,Education,Computer Science,Architecture,Art, Performing Arts & Design,Law,Mathematics & Statistics,Business & Management,Civil Engineering",False,False,,Reporter,Not Available,58.0
1000546,Reporter,Petre Shotadze Tbilisi Medical Academy,,1000546,,0,,0,,0,,0,,0,Georgia,916,16.4,64.0,31 : 69,6.0,Petre Shotadze Tbilisi Medical Academy,"Other Health,Medicine & Dentistry",False,False,,Reporter,Not Available,31.0
1000547,Reporter,Petroleum University of Technology,,1000547,,0,,0,,0,,0,,0,Iran,1820,35.0,0.0,19 : 81,59.0,Petroleum University of Technology,"Economics & Econometrics,Civil Engineering,Mechanical & Aerospace Engineering,Business & Management,Electrical & Electronic Engineering,Law,General Engineering,Chemical Engineering,Accounting & Finance",False,False,,Reporter,Not Available,19.0
1000548,Reporter,Petro Mohyla Black Sea National University,,1000548,,0,,0,,0,,0,,0,Ukraine,3200,10.2,10.0,58 : 42,33.0,Petro Mohyla Black Sea National University,"Sport Science,Education,History, Philosophy & Theology,Chemistry,Accounting & Finance,Other Health,Sociology,Law,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Biological Sciences,Medicine & Dentistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Computer Science,Physics & Astronomy,Economics & Econometrics",False,False,,Reporter,Not Available,58.0
1000549,Reporter,Pharos University,,1000549,,0,,0,,0,,0,,0,Egypt,11859,29.1,1.0,53 : 47,24.0,Pharos University,"Other Health,Computer Science,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,Architecture,Civil Engineering,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Chemistry,General Engineering,Accounting & Finance,Business & Management",False,False,,Reporter,Not Available,53.0
1000550,Reporter,Philadelphia University (Jordan),,1000550,,0,,0,,0,,0,,0,Jordan,3252,16.4,33.0,44 : 56,30.0,Philadelphia University (Jordan),"Law,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Psychology,General Engineering,Architecture,Biological Sciences,Business & Management,Accounting & Finance,Other Health",False,False,,Reporter,Not Available,44.0
1000551,Reporter,"Plateau State University, Bokkos",,1000551,,0,,0,,0,,0,,0,Nigeria,2484,11.4,0.0,36 : 64,15.0,"Plateau State University, Bokkos","Biological Sciences,Politics & International Studies (incl Development Studies),Physics & Astronomy,Chemistry,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Computer Science,Economics & Econometrics,Art, Performing Arts & Design,Business & Management,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Sociology,Accounting & Finance",False,False,,Reporter,Not Available,36.0
1000552,Reporter,Platov South-Russian State Polytechnic University (NPI),,1000552,,0,,0,,0,,0,,0,Russian Federation,6861,10.1,9.0,20 : 80,47.0,Platov South-Russian State Polytechnic University (NPI),"Mathematics & Statistics,Economics & Econometrics,Physics & Astronomy,History, Philosophy & Theology,Sociology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Law,Chemical Engineering,Civil Engineering,Education,Business & Management,Electrical & Electronic Engineering,Chemistry",False,False,,Reporter,Not Available,20.0
1000553,Reporter,Plymouth Marjon University,,1000553,,0,,0,,0,,0,,0,United Kingdom,2015,22.4,2.0,65 : 35,14.0,Plymouth Marjon University,"Chemistry,Languages, Literature & Linguistics,Business & Management,Sport Science,Sociology,Art, Performing Arts & Design,Education,Other Health,Medicine & Dentistry,Psychology,Computer Science,Communication & Media Studies",False,False,,Reporter,Not Available,65.0
1000554,Reporter,Polytechnic Institute of Setúbal,,1000554,,0,,0,,0,,0,,0,Portugal,8258,17.8,7.0,46 : 54,38.0,Polytechnic Institute of Setúbal,"Education,Other Health,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Civil Engineering,Computer Science,Chemical Engineering,Accounting & Finance,Sport Science,Communication & Media Studies,General Engineering,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Mechanical & Aerospace Engineering",False,False,,Reporter,Not Available,46.0
1000555,Reporter,Pontifical Catholic University of Argentina,,1000555,,0,,0,,0,,0,,0,Argentina,18297,4.4,7.0,56 : 44,13.0,Pontifical Catholic University of Argentina,"Education,Civil Engineering,Biological Sciences,Computer Science,Economics & Econometrics,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Business & Management,Psychology,History, Philosophy & Theology,Accounting & Finance,Law,General Engineering,Sociology",False,False,,Reporter,Not Available,56.0
1000556,Reporter,University of Poonch Rawalakot,,1000556,,0,,0,,0,,0,,0,Pakistan,5149,28.1,0.0,56 : 44,28.0,University of Poonch Rawalakot,"Physics & Astronomy,Medicine & Dentistry,Psychology,Biological Sciences,Electrical & Electronic Engineering,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Sociology,Chemistry,Education,Computer Science",False,False,,Reporter,Not Available,56.0
1000557,Reporter,Universidad Popular Autónoma del Estado de Puebla,,1000557,,0,,0,,0,,0,,0,Mexico,11795,19.3,2.0,61 : 39,26.0,Universidad Popular Autónoma del Estado de Puebla,"Other Health,Communication & Media Studies,Electrical & Electronic Engineering,Law,Mechanical & Aerospace Engineering,Education,Languages, Literature & Linguistics,Veterinary Science,Accounting & Finance,Art, Performing Arts & Design,Agriculture & Forestry,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Chemical Engineering,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences",False,False,,Reporter,Not Available,61.0
1000558,Reporter,Prefectural University of Hiroshima,,1000558,,0,,0,,0,,0,,0,Japan,2479,11.9,2.0,67 : 33,21.0,Prefectural University of Hiroshima,"Other Health,Medicine & Dentistry,Business & Management,Mathematics & Statistics,Agriculture & Forestry,Sociology,Computer Science,Sport Science,History, Philosophy & Theology,Accounting & Finance,Biological Sciences,Languages, Literature & Linguistics",False,False,,Reporter,Not Available,67.0
1000559,Reporter,"Presbyterian University, Ghana",,1000559,,0,,0,,0,,0,,0,Ghana,2971,41.3,1.0,46 : 54,12.0,"Presbyterian University, Ghana","Computer Science,Business & Management,Accounting & Finance,Politics & International Studies (incl Development Studies),Law,Other Health,Education,Sociology,Mathematics & Statistics",False,False,,Reporter,Not Available,46.0
1000560,Reporter,Presidency University,,1000560,,0,,0,,0,,0,,0,India,13475,20.3,0.0,29 : 71,39.0,Presidency University,"General Engineering,Computer Science,Accounting & Finance,Civil Engineering,Law,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering",False,False,,Reporter,Not Available,29.0
1000561,Reporter,Prince Mohammad Bin Fahd University,,1000561,,0,,0,,0,,0,,0,Saudi Arabia,2899,11.7,17.0,55 : 45,41.0,Prince Mohammad Bin Fahd University,"History, Philosophy & Theology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Architecture,Business & Management,Civil Engineering,Languages, Literature & Linguistics,Economics & Econometrics,General Engineering,Chemical Engineering,Computer Science,Archaeology,Law",False,False,,Reporter,Not Available,55.0
1000562,Reporter,"University of Professional Studies, Accra",,1000562,,0,,0,,0,,0,,0,Ghana,19634,50.9,0.0,46 : 54,16.0,"University of Professional Studies, Accra","Mathematics & Statistics,Economics & Econometrics,Law,Accounting & Finance,Business & Management,Computer Science,Communication & Media Studies",False,False,,Reporter,Not Available,46.0
1000563,Reporter,Prydniprovska State Academy of Civil Engineering and Architecture,,1000563,,0,,0,,0,,0,,0,Ukraine,2764,7.2,5.0,39 : 61,50.0,Prydniprovska State Academy of Civil Engineering and Architecture,"Mechanical & Aerospace Engineering,Computer Science,Business & Management,Art, Performing Arts & Design,Civil Engineering,Accounting & Finance,Architecture",False,False,,Reporter,Not Available,39.0
1000564,Reporter,Pskov State University,,1000564,,0,,0,,0,,0,,0,Russian Federation,4734,18.7,13.0,55 : 45,18.0,Pskov State University,"Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Computer Science,Psychology,Electrical & Electronic Engineering,Law,Other Health,Biological Sciences,Business & Management,Civil Engineering,Education,Mechanical & Aerospace Engineering,Accounting & Finance,Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Mathematics & Statistics,Geography,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False,,Reporter,Not Available,55.0
1000565,Reporter,PUC-Campinas,,1000565,,0,,0,,0,,0,,0,Brazil,13565,32.8,0.0,58 : 42,13.0,PUC-Campinas,"Other Health,Sociology,Mechanical & Aerospace Engineering,General Engineering,Psychology,Architecture,Chemistry,Business & Management,Sport Science,Biological Sciences,Education,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Chemical Engineering,Geography,Veterinary Science,Languages, Literature & Linguistics,Computer Science,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Law",False,False,,Reporter,Not Available,58.0
