university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024,university_id
Cihan University Sulaimaniya,cihan university sulaimaniya,Iraq,iraq,,,,,,,,10.5,7.0,54.0,U2818
"City University of Science and Information Technology, Peshawar","city university of science and information technology, peshawar",Pakistan,pakistan,,,,,,,,21.7,2.0,18.0,U2819
Civil Aviation Academy,civil aviation academy,Kazakhstan,kazakhstan,,,,,,,,17.5,2.0,24.0,U2820
University of Civil Protection,university of civil protection,Belarus,belarus,,,,,,,,3.9,12.0,10.0,U2821
Conservatoire for Dance and Drama,conservatoire for dance and drama,United Kingdom,united kingdom,,,,,,,,11.8,36.0,70.0,U2822
University of Constantine 3,university of constantine 3,Algeria,algeria,,,,,,,,16.9,2.0,73.0,U2823
Courtauld Institute of Art,courtauld institute of art,United Kingdom,united kingdom,,,,,,,,15.0,45.0,79.0,U2824
Cranfield University,cranfield university,United Kingdom,united kingdom,,,,,,,,7.7,63.0,30.0,U2825
University for the Creative Arts,university for the creative arts,United Kingdom,united kingdom,,,,,,,,18.1,40.0,65.0,U2826
University of Cumbria,university of cumbria,United Kingdom,united kingdom,,,,,,,,17.7,11.0,70.0,U2827
University of Cyberjaya,university of cyberjaya,Malaysia,malaysia,,,,,,,,17.3,22.0,72.0,U2828
Cyprus Health and Social Sciences University,cyprus health and social sciences university,Northern Cyprus,northern cyprus,,,,,,,,19.5,73.0,44.0,U2829
Daffodil International University (DIU),daffodil international university (diu),Bangladesh,bangladesh,,,,,,,,22.0,5.0,37.0,U2830
Daneshpajoohan Pishro Higher Education Institute,daneshpajoohan pishro higher education institute,Iran,iran,,,,,,,,43.7,0.0,72.0,U2831
Dawood University of Engineering and Technology,dawood university of engineering and technology,Pakistan,pakistan,,,,,,,,11.5,0.0,18.0,U2832
Debre Tabor University,debre tabor university,Ethiopia,ethiopia,,,,,,,,13.8,0.0,37.0,U2833
Delta University for Science and Technology,delta university for science and technology,Egypt,egypt,,,,,,,,16.6,0.0,48.0,U2834
"Delta State University, Abraka","delta state university, abraka",Nigeria,nigeria,,,,,,,,34.7,0.0,57.0,U2835
Denau Institute of Entrepreneurship and Pedagogy,denau institute of entrepreneurship and pedagogy,Uzbekistan,uzbekistan,,,,,,,,21.5,0.0,65.0,U2836
Dhaka International University,dhaka international university,Bangladesh,bangladesh,,,,,,,,27.8,8.0,18.0,U2837
DHA Suffa University,dha suffa university,Pakistan,pakistan,,,,,,,,21.4,0.0,24.0,U2838
Dhofar University,dhofar university,Oman,oman,,,,,,,,17.4,7.0,55.0,U2839
University of Djilali Bounaama Khemis Miliana,university of djilali bounaama khemis miliana,Algeria,algeria,,,,,,,,27.6,0.0,63.0,U2840
Don Bosco University,don bosco university,India,india,,,,,,,,14.9,0.0,47.0,U2841
Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),donetsk national university of economics and trade named after mykhailo tuhan-baranovsky (donnuet),Ukraine,ukraine,,,,,,,,12.4,1.0,62.0,U2842
Dovletmammet Azadi Turkmen National Institute of World Languages,dovletmammet azadi turkmen national institute of world languages,Turkmenistan,turkmenistan,,,,,,,,13.3,0.0,78.0,U2843
"Dr D. Y. Patil Vidyapeeth, Pune","dr d. y. patil vidyapeeth, pune",India,india,,,,,,,,7.2,0.0,58.0,U2844
Dr. M.G.R. Educational and Research Institute,dr. m.g.r. educational and research institute,India,india,,,,,,,,15.0,0.0,30.0,U2845
D. Serikbayev East Kazakhstan Technical University,d. serikbayev east kazakhstan technical university,Kazakhstan,kazakhstan,,,,,,,,14.4,3.0,29.0,U2846
University of Dubai,university of dubai,United Arab Emirates,united arab emirates,,,,,,,,21.0,24.0,29.0,U0888
University of Duhok,university of duhok,Iraq,iraq,,,,,,,,12.8,1.0,56.0,U2847
Dulaty University,dulaty university,Kazakhstan,kazakhstan,,,,,,,,11.6,15.0,54.0,U2848
EAE Business School,eae business school,Spain,spain,,,,,,,,7.2,48.0,47.0,U2849
EAN University,ean university,Colombia,colombia,,,,,,,,22.0,1.0,55.0,U2850
University of Eastern Philippines,university of eastern philippines,Philippines,philippines,,,,,,,,42.4,0.0,59.0,U2851
École Nationale Polytechnique,école nationale polytechnique,Algeria,algeria,,,,,,,,10.2,0.0,38.0,U2852
École Nationale Polytechnique d’Oran Maurice Audin,école nationale polytechnique d’oran maurice audin,Algeria,algeria,,,,,,,,12.8,0.0,32.0,U2853
École Nationale Supérieure Agronomique,école nationale supérieure agronomique,Algeria,algeria,,,,,,,,7.6,0.0,76.0,U2854
"École Nationale Supérieure Agronomique, Algiers","école nationale supérieure agronomique, algiers",Algeria,algeria,,,,,,,,11.7,0.0,74.0,U2855
École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),école nationale supérieure de biotechnologie taoufik khaznadar (ensb),Algeria,algeria,,,,,,,,15.1,0.0,78.0,U2856
École Nationale Supérieure d’Informatique (ESI),école nationale supérieure d’informatique (esi),Algeria,algeria,,,,,,,,9.8,0.0,50.0,U2857
École Nationale Supérieure de Management Koléa,école nationale supérieure de management koléa,Algeria,algeria,,,,,,,,16.4,0.0,67.0,U2858
École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),école nationale supérieure des sciences de la mer et de l’aménagement du littoral (enssmal),Algeria,algeria,,,,,,,,12.0,0.0,51.0,U2859
École Nationale Supérieure Vétérinaire d’Alger,école nationale supérieure vétérinaire d’alger,Algeria,algeria,,,,,,,,8.5,0.0,55.0,U2860
École National Polytechnique de Constantine,école national polytechnique de constantine,Algeria,algeria,,,,,,,,13.4,0.0,41.0,U2861
École Normale Supérieure de Béchar,école normale supérieure de béchar,Algeria,algeria,,,,,,,,6.5,0.0,100.0,U2862
École Normale Supérieure de Bouzaréah,école normale supérieure de bouzaréah,Algeria,algeria,,,,,,,,15.1,0.0,91.0,U2863
École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),école normale supérieure el katiba assia djebar constantine (ensc),Algeria,algeria,,,,,,,,14.3,0.0,93.0,U2864
École Normale Supérieure de Kouba,école normale supérieure de kouba,Algeria,algeria,,,,,,,,10.1,0.0,84.0,U2865
École Normale Supérieure de Laghouat,école normale supérieure de laghouat,Algeria,algeria,,,,,,,,17.4,0.0,77.0,U2866
École Normale Supérieure d’Oran,école normale supérieure d’oran,Algeria,algeria,,,,,,,,10.6,5.0,92.0,U2867
École Polytechnique d’Architecture et d’Urbanisme,école polytechnique d’architecture et d’urbanisme,Algeria,algeria,,,,,,,,10.3,0.0,65.0,U2868
École Supérieure de Comptabilité et de Finances de Constantine,école supérieure de comptabilité et de finances de constantine,Algeria,algeria,,,,,,,,15.1,0.0,81.0,U2869
École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,école supérieure en informatique 8 mai 1945 de sidi-bel-abbès,Algeria,algeria,,,,,,,,17.6,0.0,34.0,U2870
École Supérieure en Sciences Appliquées de Tlemcen,école supérieure en sciences appliquées de tlemcen,Algeria,algeria,,,,,,,,8.8,0.0,45.0,U2871
École Supérieure en Sciences Biologiques d’Oran (ESSBO),école supérieure en sciences biologiques d’oran (essbo),Algeria,algeria,,,,,,,,14.1,0.0,83.0,U2872
École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),école supérieure en sciences et technologies de l’informatique et du numérique (estin),Algeria,algeria,,,,,,,,17.3,0.0,53.0,U2873
University of Economics – Varna,university of economics – varna,Bulgaria,bulgaria,,,,,,,,36.4,4.0,60.0,U2874
Edo State University Uzairue,edo state university uzairue,Nigeria,nigeria,,,,,,,,15.4,0.0,51.0,U2875
Edwin Clark University,edwin clark university,Nigeria,nigeria,,,,,,,,9.9,0.0,60.0,U2876
Effat University,effat university,Saudi Arabia,saudi arabia,,,,,,,,11.6,34.0,99.0,U0728
Egerton University,egerton university,Kenya,kenya,,,,,,,,55.1,1.0,36.0,U2877
Egyptian Russian University,egyptian russian university,Egypt,egypt,,,,,,,,13.0,2.0,40.0,U2878
Elizade University,elizade university,Nigeria,nigeria,,,,,,,,9.6,0.0,45.0,U2879
University of El Oued,university of el oued,Algeria,algeria,,,,,,,,33.3,0.0,57.0,U2880
Emir Abdelkader University of Islamic Sciences,emir abdelkader university of islamic sciences,Algeria,algeria,,,,,,,,19.6,0.0,73.0,U2881
"Institute of Engineering, Technical and Transport Communications of Turkmenistan","institute of engineering, technical and transport communications of turkmenistan",Turkmenistan,turkmenistan,,,,,,,,14.2,1.0,38.0,U2882
Escola Superior de Enfermagem do Porto (ESEP),escola superior de enfermagem do porto (esep),Portugal,portugal,,,,,,,,9.4,0.0,85.0,U2883
Escuela Superior Politécnica de Chimborazo,escuela superior politécnica de chimborazo,Ecuador,ecuador,,,,,,,,21.4,0.0,50.0,U2884
ESIC University,esic university,Spain,spain,,,,,,,,19.6,10.0,45.0,U2885
Eskişehir Technical University,eskişehir technical university,Turkey,turkey,,,,,,,,21.6,2.0,41.0,U2886
Universidade Estadual do Maranhão,universidade estadual do maranhão,Brazil,brazil,,,,,,,,16.0,0.0,61.0,U2887
Universidade Estadual do Norte do Paraná (UENP),universidade estadual do norte do paraná (uenp),Brazil,brazil,,,,,,,,7.5,0.0,59.0,U2888
European University,european university,Georgia,georgia,,,,,,,,1.6,73.0,40.0,U2889
European University of Armenia,european university of armenia,Armenia,armenia,,,,,,,,8.4,7.0,46.0,U2890
European University Cyprus,european university cyprus,Cyprus,cyprus,,,,,,,,19.5,54.0,58.0,U2891
European University of Tunis,european university of tunis,Tunisia,tunisia,,,,,,,,3.9,15.0,48.0,U2892
"Evangel University, Akaeze","evangel university, akaeze",Nigeria,nigeria,,,,,,,,7.7,0.0,57.0,U2893
Falmouth University,falmouth university,United Kingdom,united kingdom,,,,,,,,16.6,13.0,56.0,U2894
Federal University of Kashere,federal university of kashere,Nigeria,nigeria,,,,,,,,21.5,0.0,29.0,U2895
Federal University of Latin American Integration (UNILA),federal university of latin american integration (unila),Brazil,brazil,,,,,,,,16.1,32.0,51.0,U2896
Federal University of Paraí­ba (UFPB),federal university of paraí­ba (ufpb),Brazil,brazil,,,,,,,,13.9,0.0,0.0,U2897
"Federal University of Petroleum Resources, Effurun","federal university of petroleum resources, effurun",Nigeria,nigeria,,,,,,,,40.0,0.0,17.0,U2898
"Federal University of Technology, Minna","federal university of technology, minna",Nigeria,nigeria,,,,,,,,25.7,0.0,23.0,U2899
"Federal University of Technology, Owerri","federal university of technology, owerri",Nigeria,nigeria,,,,,,,,19.2,0.0,30.0,U2900
Fergana Medical Institute of Public Health,fergana medical institute of public health,Uzbekistan,uzbekistan,,,,,,,,15.8,2.0,49.0,U2901
Fergana Polytechnic Institute,fergana polytechnic institute,Uzbekistan,uzbekistan,,,,,,,,25.1,0.0,20.0,U2902
Fergana State University,fergana state university,Uzbekistan,uzbekistan,,,,,,,,20.0,1.0,62.0,U2903
Finis Terrae University,finis terrae university,Chile,chile,,,,,,,,8.4,2.0,60.0,U2904
Forman Christian College,forman christian college,Pakistan,pakistan,,,,,,,,18.3,0.0,46.0,U2905
Fountain University,fountain university,Nigeria,nigeria,,,,,,,,10.7,0.0,59.0,U2906
University of Franca,university of franca,Brazil,brazil,,,,,,,,107.3,0.0,57.0,U2907
Francisk Skorina Gomel State University,francisk skorina gomel state university,Belarus,belarus,,,,,,,,11.2,11.0,51.0,U2908
Fukushima University,fukushima university,Japan,japan,,,,,,,,8.3,2.0,53.0,U2909
Future University in Egypt,future university in egypt,Egypt,egypt,,,,,,,,9.9,11.0,43.0,U0906
University of Gafsa,university of gafsa,Tunisia,tunisia,,,,,,,,15.4,0.0,10.0,U2910
Gangadhar Meher University,gangadhar meher university,India,india,,,,,,,,63.0,0.0,53.0,U2911
University of Garmian,university of garmian,Iraq,iraq,,,,,,,,9.9,0.0,69.0,U2912
General Sir John Kotelawala Defence University,general sir john kotelawala defence university,Sri Lanka,sri lanka,,,,,,,,16.7,2.0,51.0,U2913
University of Ghardaia,university of ghardaia,Algeria,algeria,,,,,,,,29.5,0.0,48.0,U2914
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,ghulam ishaq khan institute of engineering sciences and technology,Pakistan,pakistan,,,,,,,,18.7,0.0,12.0,U2915
Glasgow School of Art,glasgow school of art,United Kingdom,united kingdom,,,,,,,,15.6,41.0,67.0,U2916
Gomel State Medical University,gomel state medical university,Belarus,belarus,,,,,,,,8.3,24.0,70.0,U2917
The Government Sadiq College Women University Bahawalpur,the government sadiq college women university bahawalpur,Pakistan,pakistan,,,,,,,,68.8,0.0,100.0,U2918
Government College Women University Faisalabad,government college women university faisalabad,Pakistan,pakistan,,,,,,,,56.3,0.0,100.0,U2919
"Government College Women University, Sialkot","government college women university, sialkot",Pakistan,pakistan,,,,,,,,36.0,0.0,100.0,U2920
"The Graduate University for Advanced Studies, SOKENDAI","the graduate university for advanced studies, sokendai",Japan,japan,,,,,,,,0.5,29.0,29.0,U2921
Guildhall School of Music and Drama,guildhall school of music and drama,United Kingdom,united kingdom,,,,,,,,5.0,35.0,48.0,U2922
Gulf College,gulf college,Oman,oman,,,,,,,,26.1,3.0,41.0,U2923
Gulf Medical University,gulf medical university,United Arab Emirates,united arab emirates,,,,,,,,12.7,90.0,72.0,U2924
Gulistan State University,gulistan state university,Uzbekistan,uzbekistan,,,,,,,,27.8,0.0,59.0,U2925
University of Hafr Al Batin,university of hafr al batin,Saudi Arabia,saudi arabia,,,,,,,,20.2,3.0,62.0,U2926
Hagoromo University of International Studies,hagoromo university of international studies,Japan,japan,,,,,,,,23.7,17.0,54.0,U2927
Hakuoh University,hakuoh university,Japan,japan,,,,,,,,44.2,1.0,44.0,U2928
Haliç University,haliç university,Turkey,turkey,,,,,,,,24.2,19.0,59.0,U2929
Häme University of Applied Sciences,häme university of applied sciences,Finland,finland,,,,,,,,34.2,7.0,53.0,U2930
Hanseo University,hanseo university,South Korea,south korea,,,,,,,,25.0,6.0,38.0,U2931
Harper Adams University,harper adams university,United Kingdom,united kingdom,,,,,,,,13.1,10.0,60.0,U1237
Hartpury University,hartpury university,United Kingdom,united kingdom,,,,,,,,18.0,11.0,69.0,U2932
Hawler Medical University,hawler medical university,Iraq,iraq,,,,,,,,7.5,1.0,62.0,U2933
University of Health Sciences Lahore,university of health sciences lahore,Pakistan,pakistan,,,,,,,,6.4,1.0,66.0,U2934
"University of Health Sciences, Turkey","university of health sciences, turkey",Turkey,turkey,,,,,,,,7.5,8.0,69.0,U2935
School of Higher Commercial Studies (EHEC Algiers),school of higher commercial studies (ehec algiers),Algeria,algeria,,,,,,,,13.2,0.0,67.0,U2936
"Higher National School of Renewable Energies, Environment and Sustainable Development","higher national school of renewable energies, environment and sustainable development",Algeria,algeria,,,,,,,,26.6,0.0,100.0,U2937
Higher School of Management and Digital Economy (HSMDE),higher school of management and digital economy (hsmde),Algeria,algeria,,,,,,,,16.4,0.0,66.0,U2938
Higher School of Agronomy – Mostaganem (ESAM),higher school of agronomy – mostaganem (esam),Algeria,algeria,,,,,,,,14.2,0.0,65.0,U2939
Higher School of Management – Tlemcen,higher school of management – tlemcen,Algeria,algeria,,,,,,,,12.0,0.0,82.0,U2940
University of the Highlands and Islands,university of the highlands and islands,United Kingdom,united kingdom,,,,,,,,139.0,12.0,61.0,U2941
Hilla University College,hilla university college,Iraq,iraq,,,,,,,,17.6,0.0,53.0,U2942
Hiroshima International University,hiroshima international university,Japan,japan,,,,,,,,15.1,1.0,47.0,U2943
Hiroshima Shudo University,hiroshima shudo university,Japan,japan,,,,,,,,22.2,1.0,37.0,U2944
Hiroshima Institute of Technology,hiroshima institute of technology,Japan,japan,,,,,,,,25.9,0.0,10.0,U2945
Hitotsubashi University,hitotsubashi university,Japan,japan,,,,,,,,16.0,13.0,33.0,U0541
Ho Chi Minh City Open University,ho chi minh city open university,Vietnam,vietnam,,,,,,,,54.0,0.0,62.0,U2946
Hodeida University,hodeida university,Yemen,yemen,,,,,,,,22.0,0.0,27.0,U2947
Hokkaido University of Science,hokkaido university of science,Japan,japan,,,,,,,,20.1,0.0,33.0,U2948
University of Home Economics Lahore,university of home economics lahore,Pakistan,pakistan,,,,,,,,15.0,0.0,100.0,U2949
Ho Technical University,ho technical university,Ghana,ghana,,,,,,,,17.8,0.0,34.0,U2950
Hryhorii Skovoroda University in Pereiaslav,hryhorii skovoroda university in pereiaslav,Ukraine,ukraine,,,,,,,,13.6,0.0,55.0,U2951
University of Human Development,university of human development,Iraq,iraq,,,,,,,,20.1,3.0,48.0,U2952
Humboldt State University,humboldt state university,United States,united states,,,,,,,,14.8,1.0,60.0,U1410
Hyogo University of Teacher Education,hyogo university of teacher education,Japan,japan,,,,,,,,10.2,2.0,59.0,U2953
Ibn Khaldoun University,ibn khaldoun university,Algeria,algeria,,,,,,,,29.6,0.0,64.0,U2954
"ICFAI University, Dehradun","icfai university, dehradun",India,india,,,,,,,,25.9,0.0,56.0,U2955
IFHE Hyderabad,ifhe hyderabad,India,india,,,,,,,,19.1,0.0,41.0,U2956
Ilma University,ilma university,Pakistan,pakistan,,,,,,,,21.1,0.0,21.0,U2957
Imam Al-Kadhum College (IKC),imam al-kadhum college (ikc),Iraq,iraq,,,,,,,,44.2,0.0,42.0,U2958
IMT Mines Alès,imt mines alès,France,france,,,,,,,,11.9,13.0,31.0,U2959
"Independent University, Bangladesh","independent university, bangladesh",Bangladesh,bangladesh,,,,,,,,31.6,0.0,40.0,U2960
Indira Gandhi Delhi Technical University for Women,indira gandhi delhi technical university for women,India,india,,,,,,,,34.7,0.0,100.0,U2961
Information Technology University of the Punjab,information technology university of the punjab,Pakistan,pakistan,,,,,,,,14.4,0.0,22.0,U2962
Innopolis University,innopolis university,Russian Federation,russian federation,,,,,,,,17.1,33.0,18.0,U2963
Institute of Cancer Research,institute of cancer research,United Kingdom,united kingdom,,,,,,,,2.8,36.0,65.0,U2964
Universidad Internacional del Ecuador,universidad internacional del ecuador,Ecuador,ecuador,,,,,,,,25.8,2.0,45.0,U2965
International American University,international american university,United States,united states,,,,,,,,14.8,96.0,55.0,U2966
International Christian University,international christian university,Japan,japan,,,,,,,,12.1,13.0,53.0,U1044
International Engineering and Technology University (METU),international engineering and technology university (metu),Kazakhstan,kazakhstan,,,,,,,,32.7,1.0,36.0,U2967
