university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024
University of Waikato,university of waikato,New Zealand,new zealand,,47.2,26.1,31.0,74.3,72.4,89.8,20.7,26.0,61.0
Wake Forest University,wake forest university,United States,united states,,47.2,39.6,22.0,80.6,78.5,38.7,4.1,9.0,54.0
Zayed University,zayed university,United Arab Emirates,united arab emirates,,47.2,28.3,25.4,85.7,35.0,74.5,14.4,2.0,87.0
Aberystwyth University,aberystwyth university,United Kingdom,united kingdom,,43.6,26.3,23.0,68.5,62.4,87.3,15.6,23.0,51.0
Åbo Akademi University,åbo akademi university,Finland,finland,,43.6,29.5,31.6,59.3,67.1,68.1,18.2,13.0,60.0
Ajou University,ajou university,South Korea,south korea,,43.6,35.6,37.7,52.8,92.3,48.0,14.9,17.0,41.0
University of Alaska Fairbanks,university of alaska fairbanks,United States,united states,,43.6,34.5,31.0,63.1,47.5,70.1,7.9,6.0,55.0
Alfaisal University,alfaisal university,Saudi Arabia,saudi arabia,,43.6,24.1,15.2,72.7,42.1,97.7,10.8,32.0,56.0
American University of Beirut,american university of beirut,Lebanon,lebanon,,43.6,29.7,17.9,73.5,66.0,72.9,8.7,20.0,49.0
Anglia Ruskin University (ARU),anglia ruskin university (aru),United Kingdom,united kingdom,,43.6,20.2,16.3,84.8,19.0,94.2,24.1,41.0,61.0
Anna University,anna university,India,india,,43.6,32.0,26.3,72.4,51.0,20.4,13.1,1.0,41.0
University of L’Aquila,university of l’aquila,Italy,italy,,43.6,32.1,22.8,73.2,70.9,36.4,31.7,5.0,55.0
Auburn University,auburn university,United States,united states,,43.6,36.0,25.7,59.6,69.3,57.7,18.2,8.0,50.0
Babol Noshirvani University of Technology,babol noshirvani university of technology,Iran,iran,,43.6,21.5,21.5,94.4,28.4,25.3,26.7,0.0,34.0
Bar-Ilan University,bar-ilan university,Israel,israel,,43.6,30.0,34.1,54.1,85.8,46.8,19.0,4.0,61.0
Beirut Arab University,beirut arab university,Lebanon,lebanon,,43.6,48.5,24.6,47.3,18.6,88.2,10.4,21.0,45.0
Ben-Gurion University of the Negev,ben-gurion university of the negev,Israel,israel,,43.6,34.1,30.6,59.0,71.6,34.5,21.3,2.0,52.0
University of Bradford,university of bradford,United Kingdom,united kingdom,,43.6,23.3,22.4,73.8,58.1,90.1,19.5,31.0,57.0
Brighton and Sussex Medical School,brighton and sussex medical school,United Kingdom,united kingdom,,43.6,26.6,22.0,74.4,37.8,93.1,0.3,26.0,60.0
Ca’ Foscari University of Venice,ca’ foscari university of venice,Italy,italy,,43.6,34.2,36.3,52.8,64.7,63.0,29.5,7.0,66.0
University of Calabria,university of calabria,Italy,italy,,43.6,34.9,19.5,69.6,47.4,43.2,16.1,5.0,62.0
University of Canterbury,university of canterbury,New Zealand,new zealand,,43.6,28.6,30.9,62.4,68.2,85.1,22.0,18.0,52.0
Carleton University,carleton university,Canada,canada,,43.6,22.6,31.2,67.0,75.5,77.2,29.4,21.0,50.0
Central Queensland University,central queensland university,Australia,australia,,43.6,19.7,26.7,76.0,39.5,65.3,25.6,11.0,65.0
"China University of Petroleum, Beijing","china university of petroleum, beijing",China,china,,43.6,31.6,37.5,56.6,81.8,30.1,18.6,7.0,53.0
Complutense University of Madrid,complutense university of madrid,Spain,spain,,43.6,40.3,29.4,58.8,52.1,46.7,11.8,10.0,62.0
Concordia University,concordia university,Canada,canada,,43.6,25.7,29.3,66.2,66.3,86.6,34.6,34.0,50.0
University of Côte d’Azur,university of côte d’azur,France,france,,43.6,28.4,22.0,65.6,62.4,80.6,20.5,20.0,56.0
University of Crete,university of crete,Greece,greece,,43.6,19.9,25.7,76.5,64.5,47.4,26.5,4.0,63.0
University of Cyprus,university of cyprus,Cyprus,cyprus,,43.6,22.5,25.8,75.3,64.3,77.7,20.0,14.0,61.0
University of Denver,university of denver,United States,united states,,43.6,39.9,24.3,64.2,55.8,31.2,13.6,5.0,60.0
Donghua University,donghua university,China,china,,43.6,27.8,22.1,72.8,85.3,39.9,14.7,6.0,44.0
University of Eastern Finland,university of eastern finland,Finland,finland,,43.6,28.9,31.2,69.7,67.4,48.5,18.5,5.0,67.0
Edinburgh Napier University,edinburgh napier university,United Kingdom,united kingdom,,43.6,18.1,18.4,77.9,47.7,93.7,22.4,34.0,52.0
ENSTA Bretagne,ensta bretagne,France,france,,43.6,39.4,28.6,48.1,75.5,68.9,8.6,18.0,26.0
University of Ferrara,university of ferrara,Italy,italy,,43.6,29.6,24.9,74.3,66.9,44.7,34.8,5.0,62.0
University of Granada,university of granada,Spain,spain,,43.6,28.5,26.6,65.7,52.2,52.6,14.7,9.0,59.0
University of Graz,university of graz,Austria,austria,,43.6,29.2,21.8,66.9,51.2,81.3,12.6,17.0,66.0
Graz University of Technology,graz university of technology,Austria,austria,,43.6,40.4,21.4,51.5,91.5,81.5,8.2,24.0,26.0
University of Greenwich,university of greenwich,United Kingdom,united kingdom,,43.6,17.8,17.5,81.2,40.9,97.2,21.8,46.0,58.0
Hamburg University of Technology,hamburg university of technology,Germany,germany,,43.6,37.6,24.5,53.0,79.5,61.4,26.4,23.0,29.0
University of Houston,university of houston,United States,united states,,43.6,33.8,29.7,65.8,70.2,50.8,26.3,7.0,52.0
University of Huddersfield,university of huddersfield,United Kingdom,united kingdom,,43.6,28.3,25.0,66.3,44.4,88.4,19.8,26.0,58.0
University of Iceland,university of iceland,Iceland,iceland,,43.6,23.4,34.0,70.6,75.6,55.8,17.0,12.0,68.0
Istanbul Technical University,istanbul technical university,Turkey,turkey,,43.6,35.8,36.6,51.8,87.3,45.8,25.8,14.0,42.0
Jamia Millia Islamia,jamia millia islamia,India,india,,43.6,41.1,14.4,75.7,37.5,39.7,11.2,4.0,52.0
Jinan University,jinan university,China,china,,43.6,25.9,22.8,73.5,43.6,63.1,15.0,30.0,60.0
Keele University,keele university,United Kingdom,united kingdom,,43.6,21.5,24.6,73.3,66.1,81.3,15.8,15.0,60.0
King Khalid University,king khalid university,Saudi Arabia,saudi arabia,,43.6,29.8,20.1,70.3,48.6,91.0,8.3,16.0,61.0
University of Klagenfurt,university of klagenfurt,Austria,austria,,43.6,31.2,19.4,72.4,48.1,87.6,10.0,31.0,67.0
University of KwaZulu-Natal,university of kwazulu-natal,South Africa,south africa,,43.6,31.5,34.8,63.7,39.7,55.9,27.6,2.0,60.0
Kyungpook National University,kyungpook national university,South Korea,south korea,,43.6,33.2,38.1,51.5,96.2,50.2,20.1,14.0,45.0
Lebanese American University,lebanese american university,Lebanon,lebanon,,43.6,26.7,13.2,76.4,32.8,84.2,10.1,17.0,52.0
Leuphana University of Lüneburg,leuphana university of lüneburg,Germany,germany,,43.6,25.5,22.9,85.3,25.8,59.8,22.5,7.0,62.0
University of Lincoln,university of lincoln,United Kingdom,united kingdom,,43.6,19.9,18.7,82.2,24.7,80.2,16.1,13.0,55.0
Liverpool John Moores University,liverpool john moores university,United Kingdom,united kingdom,,43.6,21.6,19.3,77.7,35.4,83.0,18.1,16.0,54.0
Mahatma Gandhi University,mahatma gandhi university,India,india,,43.6,38.8,38.1,62.3,23.2,28.1,20.5,2.0,60.0
Manchester Metropolitan University,manchester metropolitan university,United Kingdom,united kingdom,,43.6,20.5,18.5,77.4,57.7,80.6,17.4,19.0,58.0
Massey University,massey university,New Zealand,new zealand,,43.6,28.7,28.2,60.5,77.6,87.5,17.4,27.0,64.0
Memorial University of Newfoundland,memorial university of newfoundland,Canada,canada,,43.6,27.5,24.5,60.9,83.2,85.7,15.1,23.0,55.0
University of Messina,university of messina,Italy,italy,,43.6,30.5,25.3,79.1,59.5,34.1,21.1,3.0,63.0
Middlesex University,middlesex university,United Kingdom,united kingdom,,43.6,22.8,18.5,80.0,46.8,93.4,18.3,50.0,59.0
University of Mons,university of mons,Belgium,belgium,,43.6,24.8,32.5,63.9,64.0,71.5,28.1,18.0,56.0
Nantes Université,nantes université,France,france,,43.6,29.2,25.2,67.2,64.1,55.0,24.5,9.0,56.0
National Cheng Kung University (NCKU),national cheng kung university (ncku),Taiwan,taiwan,,43.6,35.4,39.2,47.2,100.0,40.8,15.9,11.0,37.0
National and Kapodistrian University of Athens,national and kapodistrian university of athens,Greece,greece,,43.6,22.6,23.9,77.3,89.8,56.6,34.0,11.0,59.0
National Taiwan Normal University,national taiwan normal university,Taiwan,taiwan,,43.6,35.0,32.0,51.4,92.7,50.4,12.3,12.0,53.0
National Yunlin University of Science and Technology,national yunlin university of science and technology,Taiwan,taiwan,,43.6,20.5,27.3,74.6,69.1,43.2,21.5,6.0,43.0
Nazarbayev University,nazarbayev university,Kazakhstan,kazakhstan,,43.6,25.4,29.5,65.9,40.4,74.3,13.9,3.0,52.0
University of Nebraska Medical Center,university of nebraska medical center,United States,united states,,43.6,36.9,16.4,77.8,66.1,41.3,2.0,7.0,71.0
University of Nicosia,university of nicosia,Cyprus,cyprus,,43.6,22.6,21.0,76.1,26.3,91.2,13.0,54.0,53.0
Northumbria University,northumbria university,United Kingdom,united kingdom,,43.6,21.5,22.7,75.8,40.4,90.0,16.1,22.0,54.0
Nottingham Trent University,nottingham trent university,United Kingdom,united kingdom,,43.6,20.7,14.3,84.6,37.3,88.5,15.4,21.0,55.0
NOVA University of Lisbon,nova university of lisbon,Portugal,portugal,,43.6,29.5,33.7,61.5,71.5,62.0,17.8,20.0,51.0
Polytechnic University of Bari,polytechnic university of bari,Italy,italy,,43.6,23.0,27.6,76.9,59.9,42.5,43.0,1.0,29.0
University of Pretoria,university of pretoria,South Africa,south africa,,43.6,31.2,34.3,56.7,69.9,61.4,22.1,6.0,59.0
Pusan National University,pusan national university,South Korea,south korea,,43.6,39.2,39.1,45.1,86.6,37.8,16.9,10.0,55.0
Universiti Putra Malaysia,universiti putra malaysia,Malaysia,malaysia,,43.6,36.0,30.5,51.2,64.9,80.7,11.3,27.0,65.0
Rovira i Virgili University,rovira i virgili university,Spain,spain,,43.6,27.4,24.3,68.1,49.7,58.9,13.3,13.0,60.0
Rush University,rush university,United States,united states,,43.6,41.3,14.2,78.0,56.0,28.9,2.1,1.0,76.0
University of Salerno,university of salerno,Italy,italy,,43.6,21.9,24.4,79.2,52.4,37.4,26.5,2.0,55.0
Sciences Po,sciences po,France,france,,43.6,32.4,25.6,60.1,17.2,84.6,42.6,32.0,63.0
Shanghai University,shanghai university,China,china,,43.6,31.8,38.0,62.7,71.3,42.9,13.0,6.0,51.0
Shiraz University of Technology,shiraz university of technology,Iran,iran,,43.6,37.0,22.8,77.7,32.6,33.7,12.9,0.0,39.0
Shoolini University of Biotechnology and Management Sciences,shoolini university of biotechnology and management sciences,India,india,,43.6,27.6,17.9,85.2,17.7,70.0,15.3,1.0,47.0
University of Siena,university of siena,Italy,italy,,43.6,25.0,25.6,75.9,74.9,48.7,18.1,10.0,63.0
"Soochow University, China","soochow university, china",China,china,,43.6,27.7,24.3,79.8,75.6,30.6,15.8,3.0,52.0
Southern Cross University,southern cross university,Australia,australia,,43.6,23.5,27.7,65.4,52.8,73.7,48.7,23.0,66.0
University of the Sunshine Coast,university of the sunshine coast,Australia,australia,,43.6,20.9,27.7,70.2,37.3,69.1,29.8,13.0,69.0
University of Tabriz,university of tabriz,Iran,iran,,43.6,26.7,23.4,80.1,43.1,40.8,26.7,4.0,52.0
Tabriz University of Medical Sciences,tabriz university of medical sciences,Iran,iran,,43.6,43.0,15.1,73.1,29.9,30.2,9.3,2.0,54.0
Taif University,taif university,Saudi Arabia,saudi arabia,,43.6,18.3,17.8,84.1,20.9,75.6,19.4,3.0,55.0
The University of Texas at San Antonio,the university of texas at san antonio,United States,united states,,43.6,21.0,22.5,79.2,63.6,42.8,26.4,3.0,52.0
Tomsk State University,tomsk state university,Russian Federation,russian federation,,43.6,49.2,40.0,31.8,53.8,79.1,11.6,37.0,53.0
University of Trieste,university of trieste,Italy,italy,,43.6,31.9,25.1,74.2,52.3,52.0,26.0,7.0,57.0
TU Braunschweig,tu braunschweig,Germany,germany,,43.6,34.5,24.0,61.5,77.0,60.6,19.6,18.0,41.0
The University of Tulsa,the university of tulsa,United States,united states,,43.6,36.1,17.2,71.9,52.9,44.6,10.8,9.0,49.0
UiT The Arctic University of Norway,uit the arctic university of norway,Norway,norway,,43.6,27.7,22.1,68.8,54.0,65.6,10.6,8.0,57.0
University of Ulsan,university of ulsan,South Korea,south korea,,43.6,29.4,26.6,69.0,86.6,25.2,10.8,4.0,48.0
University of Valencia,university of valencia,Spain,spain,,43.6,28.9,25.6,75.7,58.2,49.2,13.7,9.0,60.0
Wayne State University,wayne state university,United States,united states,,43.6,36.4,20.4,70.2,79.3,41.8,13.0,5.0,61.0
University of the West of England,university of the west of england,United Kingdom,united kingdom,,43.6,19.5,15.0,82.6,30.2,78.6,15.9,25.0,52.0
University of Windsor,university of windsor,Canada,canada,,43.6,28.7,29.8,56.7,60.7,90.8,34.1,35.0,53.0
University of Wuppertal,university of wuppertal,Germany,germany,,43.6,29.8,29.8,67.3,64.6,55.0,35.4,10.0,54.0
Yangzhou University,yangzhou university,China,china,,43.6,32.8,24.6,64.9,66.7,54.0,12.5,13.0,63.0
Abdul Wali Khan University Mardan,abdul wali khan university mardan,Pakistan,pakistan,,39.4,18.4,12.6,80.4,21.8,49.0,22.8,0.0,26.0
Air University,air university,Pakistan,pakistan,,39.4,24.2,12.5,81.5,39.5,48.7,12.8,0.0,34.0
The University of Aizu,the university of aizu,Japan,japan,,39.4,26.6,13.8,58.6,63.7,82.6,11.5,12.0,11.0
The University of Alabama,the university of alabama,United States,united states,,39.4,26.0,21.2,64.4,46.6,39.3,21.6,4.0,57.0
Alagappa University,alagappa university,India,india,,39.4,34.8,12.8,64.8,23.2,44.4,15.8,0.0,62.0
Aligarh Muslim University,aligarh muslim university,India,india,,39.4,41.1,14.0,61.6,34.3,38.2,12.0,1.0,40.0
Amedeo Avogadro University of Eastern Piedmont,amedeo avogadro university of eastern piedmont,Italy,italy,,39.4,12.7,23.5,71.3,47.1,48.2,40.8,7.0,61.0
American University,american university,United States,united states,,39.4,35.2,17.1,57.2,38.5,46.5,12.0,12.0,62.0
American University of Sharjah,american university of sharjah,United Arab Emirates,united arab emirates,,39.4,24.5,26.3,57.9,27.9,88.6,12.5,74.0,54.0
University of Arkansas,university of arkansas,United States,united states,,39.4,27.4,30.5,62.6,67.3,36.2,18.6,4.0,55.0
University of Aveiro,university of aveiro,Portugal,portugal,,39.4,27.1,30.2,57.3,48.1,48.6,16.3,11.0,54.0
Babol University of Medical Sciences,babol university of medical sciences,Iran,iran,,39.4,41.7,12.0,70.5,18.0,21.0,11.7,0.0,57.0
Banaras Hindu University,banaras hindu university,India,india,,39.4,47.2,16.4,66.4,26.8,25.0,8.0,3.0,43.0
University of Bari Aldo Moro,university of bari aldo moro,Italy,italy,,39.4,19.8,21.8,78.3,57.8,37.5,20.0,2.0,62.0
University of the Basque Country,university of the basque country,Spain,spain,,39.4,27.0,23.9,65.8,65.5,46.2,13.8,5.0,55.0
Baylor University,baylor university,United States,united states,,39.4,39.2,19.7,61.3,54.8,38.6,19.0,6.0,61.0
University of Beira Interior,university of beira interior,Portugal,portugal,,39.4,20.1,22.2,65.4,36.7,52.3,17.4,18.0,52.0
Bharathiar University,bharathiar university,India,india,,39.4,36.7,32.6,48.0,34.6,31.1,18.2,0.0,62.0
Bilkent University,bilkent university,Turkey,turkey,,39.4,27.8,26.0,48.8,91.4,70.0,14.8,8.0,46.0
Birmingham City University,birmingham city university,United Kingdom,united kingdom,,39.4,17.3,11.8,77.8,23.2,81.9,17.2,26.0,63.0
Boğaziçi University,boğaziçi university,Turkey,turkey,,39.4,26.1,26.6,57.4,59.6,50.6,23.5,2.0,45.0
University of Campania Luigi Vanvitelli,university of campania luigi vanvitelli,Italy,italy,,39.4,25.6,9.6,79.0,47.7,31.6,28.9,2.0,45.0
Cankaya University,cankaya university,Turkey,turkey,,39.4,14.0,15.4,83.4,17.0,51.0,24.0,1.0,44.0
University of Cape Coast,university of cape coast,Ghana,ghana,,39.4,16.5,23.8,71.0,44.6,46.9,38.6,0.0,33.0
Capital Medical University,capital medical university,China,china,,39.4,35.9,20.9,65.8,46.0,26.4,4.9,5.0,64.0
Capital University of Science and Technology,capital university of science and technology,Pakistan,pakistan,,39.4,13.4,16.1,82.0,22.2,46.6,28.0,0.0,36.0
The Catholic University of America,the catholic university of america,United States,united states,,39.4,44.4,20.0,45.6,68.7,51.7,11.2,6.0,55.0
The Catholic University of Korea,the catholic university of korea,South Korea,south korea,,39.4,30.7,38.7,42.9,89.9,36.2,17.9,7.0,57.0
Chang Gung University,chang gung university,Taiwan,taiwan,,39.4,26.5,34.6,47.2,95.5,28.5,12.3,5.0,49.0
Chulalongkorn University,chulalongkorn university,Thailand,thailand,,39.4,36.7,32.2,50.2,76.6,44.1,12.7,3.0,56.0
Clark University,clark university,United States,united states,,39.4,26.6,20.8,66.8,54.0,70.5,12.2,27.0,59.0
COMSATS University Islamabad,comsats university islamabad,Pakistan,pakistan,,39.4,17.9,16.6,88.2,30.5,50.0,16.0,1.0,42.0
University of Córdoba,university of córdoba,Spain,spain,,39.4,27.0,19.9,62.6,41.9,52.3,12.9,11.0,57.0
Coventry University,coventry university,United Kingdom,united kingdom,,39.4,20.9,14.9,69.6,26.8,95.6,14.9,48.0,48.0
Cyprus University of Technology,cyprus university of technology,Cyprus,cyprus,,39.4,29.4,19.1,63.3,21.9,71.2,15.3,14.0,57.0
University of Debrecen,university of debrecen,Hungary,hungary,,39.4,41.2,22.5,40.7,51.1,59.7,12.0,24.0,56.0
De Montfort University,de montfort university,United Kingdom,united kingdom,,39.4,17.8,15.1,71.0,45.0,93.9,18.5,37.0,56.0
University of Derby,university of derby,United Kingdom,united kingdom,,39.4,18.5,12.8,71.8,26.5,75.0,15.8,18.0,60.0
Duy Tan University,duy tan university,Vietnam,vietnam,,39.4,12.1,14.2,87.5,17.4,52.5,24.3,0.0,57.0
East China University of Science and Technology,east china university of science and technology,China,china,,39.4,29.9,25.8,60.2,87.1,23.2,18.0,2.0,44.0
Eastern Mediterranean University,eastern mediterranean university,Northern Cyprus,northern cyprus,,39.4,26.0,15.2,73.8,35.9,75.5,25.4,75.0,44.0
École Centrale de Lyon,école centrale de lyon,France,france,,39.4,36.0,25.7,32.6,82.5,79.2,16.4,24.0,27.0
École des Mines de Saint-Étienne,école des mines de saint-étienne,France,france,,39.4,44.3,31.4,34.5,77.3,70.6,9.8,24.0,27.0
École Nationale des Travaux Publics de l'État (ENTPE),école nationale des travaux publics de l'état (entpe),France,france,,39.4,32.1,37.0,31.3,80.8,67.7,14.8,14.0,42.0
Egypt-Japan University of Science and Technology (E-JUST),egypt-japan university of science and technology (e-just),Egypt,egypt,,39.4,34.2,27.6,62.4,27.7,51.5,18.4,3.0,32.0
"University of Engineering and Technology, Taxila","university of engineering and technology, taxila",Pakistan,pakistan,,39.4,16.4,12.8,82.6,17.1,48.5,19.4,2.0,17.0
Universidade Estadual Paulista (Unesp),universidade estadual paulista (unesp),Brazil,brazil,,39.4,41.5,33.1,38.1,40.5,38.6,12.8,4.0,54.0
Ewha Womans University,ewha womans university,South Korea,south korea,,39.4,37.6,35.3,44.5,82.8,49.6,16.7,15.0,100.0
Federal University of Rio de Janeiro,federal university of rio de janeiro,Brazil,brazil,,39.4,41.8,36.0,36.7,81.0,35.9,13.5,1.0,55.0
Universidade Federal do Rio Grande do Sul,universidade federal do rio grande do sul,Brazil,brazil,,39.4,36.4,22.5,54.1,52.9,34.1,16.5,1.0,51.0
Federation University Australia,federation university australia,Australia,australia,,39.4,20.9,17.2,71.3,41.7,85.8,16.8,38.0,70.0
University of Foggia,university of foggia,Italy,italy,,39.4,24.3,24.7,65.5,30.6,30.3,33.2,1.0,63.0
Gabriele d‘Annunzio University,gabriele d‘annunzio university,Italy,italy,,39.4,16.3,18.3,71.7,59.9,40.6,31.7,2.0,65.0
Glasgow Caledonian University,glasgow caledonian university,United Kingdom,united kingdom,,39.4,20.7,13.9,66.7,46.1,75.6,24.1,18.0,58.0
Government College University Faisalabad,government college university faisalabad,Pakistan,pakistan,,39.4,20.8,15.0,83.4,32.7,48.2,26.5,0.0,53.0
Guangdong University of Technology,guangdong university of technology,China,china,,39.4,17.2,19.3,79.6,63.5,28.4,19.0,0.0,27.0
Hacettepe University,hacettepe university,Turkey,turkey,,39.4,32.5,26.8,50.4,73.5,27.5,19.9,3.0,58.0
University of Haifa,university of haifa,Israel,israel,,39.4,23.9,30.1,68.4,64.5,34.5,18.4,3.0,66.0
University of Hail,university of hail,Saudi Arabia,saudi arabia,,39.4,22.1,10.5,72.3,23.5,76.8,11.2,3.0,61.0
Harokopio University of Athens,harokopio university of athens,Greece,greece,,39.4,25.1,27.4,72.9,37.4,41.1,44.9,3.0,52.0
University of Hertfordshire,university of hertfordshire,United Kingdom,united kingdom,,39.4,18.6,13.4,67.2,33.9,91.6,16.3,40.0,52.0
Hiroshima University,hiroshima university,Japan,japan,,39.4,39.6,26.4,44.7,68.5,51.5,7.6,10.0,38.0
Imam Abdulrahman Bin Faisal University,imam abdulrahman bin faisal university,Saudi Arabia,saudi arabia,,39.4,27.7,13.9,70.6,20.8,75.3,11.3,4.0,84.0
Imam Khomeini International University,imam khomeini international university,Iran,iran,,39.4,30.6,19.6,72.4,26.7,26.9,25.8,5.0,54.0
Indian Institute of Technology Guwahati,indian institute of technology guwahati,India,india,,39.4,35.5,24.1,52.0,49.5,28.6,18.0,1.0,24.0
Indian Institute of Technology (Indian School of Mines) Dhanbad,indian institute of technology (indian school of mines) dhanbad,India,india,,39.4,37.6,24.1,59.7,30.0,18.4,16.7,0.0,18.0
Indian Institute of Technology Patna,indian institute of technology patna,India,india,,39.4,33.2,24.1,70.6,19.8,22.3,18.8,1.0,18.0
University of Insubria,university of insubria,Italy,italy,,39.4,19.7,22.7,80.4,43.2,42.4,27.5,5.0,56.0
"International Institute of Information Technology, Hyderabad","international institute of information technology, hyderabad",India,india,,39.4,26.0,21.4,71.7,49.6,39.5,18.3,7.0,21.0
Iran University of Medical Sciences,iran university of medical sciences,Iran,iran,,39.4,48.2,16.4,54.5,39.1,38.3,8.3,10.0,55.0
ISCTE-University Institute of Lisbon,iscte-university institute of lisbon,Portugal,portugal,,39.4,26.4,35.7,56.3,55.2,53.0,26.7,17.0,52.0
Isfahan University of Technology,isfahan university of technology,Iran,iran,,39.4,21.5,26.5,62.0,75.2,33.0,22.7,1.0,40.0
ITMO University,itmo university,Russian Federation,russian federation,,39.4,34.0,34.9,40.0,69.0,67.1,14.6,18.0,34.0
Jagiellonian University,jagiellonian university,Poland,poland,,39.4,38.4,29.0,55.7,46.7,43.4,8.8,11.0,67.0
Jamia Hamdard University,jamia hamdard university,India,india,,39.4,21.1,15.0,74.8,40.4,41.9,18.5,3.0,41.0
Jawaharlal Nehru University,jawaharlal nehru university,India,india,,39.4,41.9,24.3,51.8,33.9,23.7,16.1,1.0,45.0
Jiangsu University,jiangsu university,China,china,,39.4,25.6,14.1,77.5,51.1,55.1,9.4,6.0,43.0
Jönköping University,jönköping university,Sweden,sweden,,39.4,20.1,19.2,78.3,28.2,65.7,13.0,13.0,60.0
The University of Jordan,the university of jordan,Jordan,jordan,,39.4,27.8,13.4,62.7,30.8,67.1,10.3,20.0,69.0
Jouf University,jouf university,Saudi Arabia,saudi arabia,,39.4,30.5,18.3,58.3,21.3,76.7,9.6,3.0,64.0
Juntendo University,juntendo university,Japan,japan,,39.4,37.6,17.1,59.3,81.4,25.3,5.0,3.0,54.0
University of Kaiserslautern,university of kaiserslautern,Germany,germany,,39.4,38.7,28.7,44.4,83.0,56.7,22.0,19.0,34.0
