University,Country,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,QS_International_Research_Network,QS_Employment_Outcomes,QS_Sustainability,THE_Rank,THE_Overall_Score,THE_Teaching,THE_Research,THE_Citations,THE_Industry_Income,THE_International_Outlook,THE_Number_Students,THE_Student_Staff_Ratio,THE_International_Students,THE_Female_Male_Ratio,QS_Rank_Numeric,THE_Rank_Numeric,THE_Overall_Score_Numeric,university_id,country_id,kpi1_global_ranking_score,kpi2_research_impact_score,kpi3_students_per_staff_num,kpi3_faculty_to_student_ratio,kpi4_international_student_pct,kpi5_academic_reputation_score,kpi6_research_productivity_index
Purdue University,United States,89,61.7,63.3,81.1,11.4,54.3,79.6,45.2,92.9,63.1,90.1,,,,,,,,,,,,89.0,,,U1138,UN,61.7,54.3,,,,63.3,29.84
Purdue University West Lafayette,United States,,,,,,,,,,,,86,68.5,64.0,65.3,71.8,84.3,76.7,"42,633",18.3,17%,44 : 56,,86.0,68.5,U1139,UN,68.5,71.8,18.3,1:18.3,17%,,67.92
Pusan National University,South Korea,524,23.4,18.7,16.5,43.5,19.5,10.5,13.7,57.7,13.8,65.0,501–600,41.9–45.3,39.2,39.1,45.1,86.6,37.8,"17,195",16.9,10%,55 : 45,524.0,501.0,43.599999999999994,U1140,SO,23.4,19.5,16.9,1:16.9,10%,18.7,28.94
Qassim University,Saudi Arabia,781-790,,10.6,5.0,33.9,1.8,98.3,7.9,68.3,2.4,9.3,801–1000,32.7–36.9,36.0,20.4,42.8,21.6,80.2,"37,222",10.2,7%,62 : 38,781.0,801.0,34.8,U1141,SA,34.8,1.8,10.2,1:10.2,7%,10.6,24.03
Qatar University,Qatar,122,55.7,29.8,50.6,68.1,48.2,100.0,96.5,89.4,98.6,74.0,251–300,53.1–55.8,31.3,35.6,83.4,61.8,96.0,"10,081",8.4,36%,77 : 23,122.0,251.0,54.45,U1142,QA,55.7,48.2,8.4,1:8.4,36%,29.8,49.87
Qazvin University of Medical Sciences,Iran,,,,,,,,,,,,601–800,37.0–41.8,38.7,11.6,71.9,18.7,26.5,480,1.6,2%,56 : 44,,601.0,39.4,U1143,IR,39.4,71.9,1.6,1:1.6,2%,,27.67
Qingdao University,China,,,,,,,,,,,,601–800,37.0–41.8,17.8,18.4,84.1,40.0,24.4,"42,668",15.1,1%,53 : 47,,601.0,39.4,U1144,CH,39.4,84.1,15.1,1:15.1,1%,,34.42
Qom University of Medical Sciences,Iran,,,,,,,,,,,,801–1000,32.7–36.9,35.2,7.3,60.0,17.9,22.4,"2,556",9.3,4%,55 : 45,,801.0,34.8,U1145,IR,34.8,60.0,9.3,1:9.3,4%,,20.82
Quaid-i-Azam University,Pakistan,315,34.8,17.3,42.4,3.2,93.6,7.0,1.9,65.0,21.0,3.4,401–500,45.4–49.0,29.7,24.1,84.2,22.9,53.7,"11,386",20.3,1%,45 : 55,315.0,401.0,47.2,U1146,PA,34.8,93.6,20.3,1:20.3,1%,17.3,47.37
"Queen Margaret University , Edinburgh",United Kingdom,951-1000,,3.5,4.3,5.2,18.3,59.9,73.3,3.3,1.4,1.0,,,,,,,,,,,,951.0,,,U1147,UN,,18.3,,,,3.5,18.93
Queen Mary University of London,United Kingdom,120,55.8,48.3,36.9,30.4,62.8,99.5,99.2,92.5,21.4,95.6,135,63.1,37.6,42.6,97.9,73.9,98.1,"22,205",14.6,45%,54 : 46,120.0,135.0,63.1,U1148,UN,55.8,62.8,14.6,1:14.6,45%,48.3,58.47
Queen’s University,Canada,,,,,,,,,,,,251–300,53.1–55.8,37.5,38.0,72.3,94.0,76.0,"27,034",25.9,16%,58 : 42,,251.0,54.45,U1149,CA,54.45,72.3,25.9,1:25.9,16%,,53.6
Queen's University at Kingston,Canada,193,46.8,40.8,56.7,5.4,42.6,69.2,26.6,71.2,87.1,93.8,,,,,,,,,,,,193.0,,,U1150,CA,46.8,42.6,,,,40.8,26.3
Queen's University Belfast,United Kingdom,206,45.7,35.4,33.6,28.6,40.6,100.0,98.2,92.8,9.9,88.9,201–250,55.9–58.6,34.0,38.0,88.7,65.0,98.4,"20,895",17.2,41%,57 : 43,206.0,201.0,57.25,U1151,UN,45.7,40.6,17.2,1:17.2,41%,35.4,49.41
Queensland University of Technology (QUT),Australia,213,44.7,39.8,33.1,8.1,59.9,97.9,20.7,83.4,19.0,89.4,=199,58.7,33.9,42.1,89.5,85.9,82.2,"35,164",37.9,14%,54 : 46,213.0,199.0,58.7,U1152,AU,44.7,59.9,37.9,1:37.9,14%,39.8,53.49
R V College of Engineering,India,,,,,,,,,,,,1501+,9.7–22.7,24.6,9.4,29.3,17.8,16.1,"5,741",14.9,0%,26 : 74,,1501.0,16.2,U1153,IN,16.2,29.3,14.9,1:14.9,0%,,11.09
Radboud University ,Netherlands,272,38.4,28.0,14.1,27.0,66.0,81.3,18.6,93.9,19.6,39.8,,,,,,,,,,,,272.0,,,U1154,NE,38.4,66.0,,,,28.0,33.39
Radboud University Nijmegen,Netherlands,,,,,,,,,,,,=140,62.8,39.1,51.0,91.3,81.4,77.7,"23,004",18.2,12%,57 : 43,,140.0,62.8,U1155,NE,62.8,91.3,18.2,1:18.2,12%,,66.58
Rajshahi University,Bangladesh,1201-1400,,10.4,9.8,3.9,3.0,1.0,1.1,16.4,3.7,1.1,,,,,,,,,,,,1201.0,,,U1156,BA,,3.0,,,,10.4,14.3
Razi University,Iran,,,,,,,,,,,,1001–1200,28.3–32.6,27.8,14.0,43.2,38.5,26.5,"10,634",22.9,4%,60 : 40,,1001.0,30.450000000000003,U1157,IR,30.450000000000003,43.2,22.9,1:22.9,4%,,20.23
RCSI University of Medicine and Health Sciences,Ireland,,,,,,,,,,,,251–300,53.1–55.8,32.3,36.6,81.7,76.9,91.6,"2,703",23.9,67%,,,251.0,54.45,U1158,IR,54.45,81.7,23.9,1:23.9,67%,,59.48
Örebro University,Sweden,,,,,,,,,,,,601–800,37.0–41.8,20.1,22.5,77.9,43.8,54.6,"10,132",15.6,5%,62 : 38,,601.0,39.4,U1159,SW,39.4,77.9,15.6,1:15.6,5%,,42.0
Recep Tayyip Erdoğan University,Turkey,,,,,,,,,,,,1501+,9.7–22.7,16.3,9.5,23.9,16.6,22.3,"12,407",16.9,4%,54 : 46,,1501.0,16.2,U1160,TU,16.2,23.9,16.9,1:16.9,4%,,11.01
Reichman University,Israel,,,,,,,,,,,,801–1000,32.7–36.9,13.1,16.6,64.3,31.4,63.6,"8,585",35.0,28%,52 : 48,,801.0,34.8,U1161,IS,34.8,64.3,35.0,1:35.0,28%,,36.96
Renmin (People's) University of China,China,621-630,,19.5,37.3,16.3,7.9,6.6,4.9,24.3,81.2,9.7,,,,,,,,,,,,621.0,,,U1162,CH,,7.9,,,,19.5,15.78
Rensselaer Polytechnic Institute,United States,601-610,,8.0,8.4,19.7,56.6,3.7,29.9,25.0,31.4,2.8,401–500,45.4–49.0,34.1,30.3,60.9,89.9,78.7,"7,496",15.3,20%,31 : 69,601.0,401.0,47.2,U1163,UN,47.2,56.6,15.3,1:15.3,20%,8.0,45.46
Reshetnev Siberian State University of Science and Technology,Russian Federation,,,,,,,,,,,,1501+,9.7–22.7,12.3,8.2,15.8,18.5,20.4,"16,411",22.9,3%,40 : 60,,1501.0,16.2,U1164,RU,16.2,15.8,22.9,1:22.9,3%,,7.41
REVA University,India,,,,,,,,,,,,1501+,9.7–22.7,16.0,7.9,37.9,20.7,19.8,"13,907",18.7,1%,34 : 66,,1501.0,16.2,U1165,IN,16.2,37.9,18.7,1:18.7,1%,,13.81
Reykjavík University,Iceland,,,,,,,,,,,,601–800,37.0–41.8,15.6,24.0,76.1,28.7,64.4,"2,940",24.2,10%,47 : 53,,601.0,39.4,U1166,IC,39.4,76.1,24.2,1:24.2,10%,,44.61
Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,227,43.5,52.8,24.1,62.7,17.2,44.3,38.9,94.7,35.4,83.2,,,,,,,,,,,,227.0,,,U1167,GE,43.5,17.2,,,,52.8,18.6
Rhodes University ,South Africa,951-1000,,6.3,7.7,12.9,12.6,,33.2,54.5,35.5,2.9,,,,,,,,,,,,951.0,,,U1168,SO,,12.6,,,,6.3,17.21
Rice University,United States,141,53.6,39.1,27.3,62.5,87.9,77.5,94.1,62.2,29.5,20.6,=119,65.2,56.4,45.6,86.5,73.9,85.8,"7,318",9.8,26%,42 : 58,141.0,119.0,65.2,U1169,UN,53.6,87.9,9.8,1:9.8,26%,39.1,64.68
Riga Stradiņš University,Latvia,,,,,,,,,,,,1501+,9.7–22.7,17.3,13.8,26.3,23.2,62.7,"8,761",21.8,29%,75 : 25,,1501.0,16.2,U1170,LA,16.2,26.3,21.8,1:21.8,29%,,23.76
Riga Stradins University,Latvia,951-1000,,6.1,13.4,14.1,1.9,22.3,90.8,15.1,11.4,1.1,,,,,,,,,,,,951.0,,,U1171,LA,,1.9,,,,6.1,13.96
Riga Technical University,Latvia,721-730,,11.5,26.8,22.0,3.0,15.7,72.0,29.9,35.0,6.8,1001–1200,28.3–32.6,26.4,23.9,32.0,46.4,57.0,"10,830",31.7,22%,34 : 66,721.0,1001.0,30.450000000000003,U1172,LA,30.450000000000003,3.0,31.7,1:31.7,22%,11.5,20.61
Rikkyo University,Japan,1201-1400,,4.0,9.6,8.2,2.1,23.7,5.6,13.7,5.8,1.2,1201–1500,22.8–28.2,18.6,9.3,34.0,19.7,58.4,"19,783",14.4,4%,,1201.0,1201.0,25.5,U1173,JA,25.5,2.1,14.4,1:14.4,4%,4.0,13.03
Riphah International University,Pakistan,,,,,,,,,,,,1001–1200,28.3–32.6,14.2,9.6,67.1,16.0,48.7,"25,073",18.4,0%,51 : 49,,1001.0,30.450000000000003,U1174,PA,30.450000000000003,67.1,18.4,1:18.4,0%,,30.53
Ritsumeikan Asia Pacific University,Japan,901-950,,6.1,8.3,2.6,2.5,99.9,99.4,3.7,1.9,1.0,,,,,,,,,,,,901.0,,,U1175,JA,,2.5,,,,6.1,14.15
Ritsumeikan University,Japan,641-650,,16.6,55.7,7.8,3.1,28.4,9.6,30.9,3.9,39.5,1201–1500,22.8–28.2,19.8,13.9,27.4,30.3,46.8,"35,119",17.4,10%,37 : 63,641.0,1201.0,25.5,U1176,JA,25.5,3.1,17.4,1:17.4,10%,16.6,12.94
RMIT University,Australia,123,55.5,40.4,48.0,5.2,77.7,100.0,91.4,83.2,38.4,93.9,251–300,53.1–55.8,35.5,36.2,83.2,73.2,92.8,"32,574",24.0,34%,48 : 52,123.0,251.0,54.45,U1177,AU,55.5,77.7,24.0,1:24.0,34%,40.4,58.35
Robert Gordon University,United Kingdom,901-950,,3.7,11.5,5.6,5.3,62.6,74.1,35.8,5.6,5.8,801–1000,32.7–36.9,17.5,13.2,53.4,36.0,87.1,"10,095",21.0,26%,60 : 40,901.0,801.0,34.8,U1178,UN,34.8,5.3,21.0,1:21.0,26%,3.7,22.98
Rochester Institute of Technology (RIT),United States,1001-1200,,7.2,10.7,19.2,6.3,4.7,16.1,36.8,9.0,34.5,801–1000,32.7–36.9,22.9,20.2,58.4,60.7,46.3,"14,249",16.0,13%,37 : 63,1001.0,801.0,34.8,U1179,UN,34.8,6.3,16.0,1:16.0,13%,7.2,17.09
Roskilde University,Denmark,,,,,,,,,,,,601–800,37.0–41.8,21.9,33.4,55.5,76.1,54.6,"6,050",15.8,15%,65 : 35,,601.0,39.4,U1180,DE,39.4,55.5,15.8,1:15.8,15%,,40.92
Rovira i Virgili University,Spain,,,,,,,,,,,,501–600,41.9–45.3,27.4,24.3,68.1,49.7,58.9,"13,656",13.3,13%,60 : 40,,501.0,43.599999999999994,U1181,SP,43.599999999999994,68.1,13.3,1:13.3,13%,,41.01
Rowan University,United States,,,,,,,,,,,,1001–1200,28.3–32.6,26.6,12.4,45.9,30.8,39.0,"17,693",14.5,3%,49 : 51,,1001.0,30.450000000000003,U1182,UN,30.450000000000003,45.9,14.5,1:14.5,3%,,23.23
Royal Holloway University of London,United Kingdom,477,25.1,14.9,5.7,13.0,27.2,94.1,86.9,73.2,7.2,19.7,301–350,51.1–53.0,31.6,29.3,79.0,63.3,94.6,"11,290",16.1,31%,55 : 45,477.0,301.0,52.05,U1183,UN,25.1,27.2,16.1,1:16.1,31%,14.9,39.87
Royal Veterinary College,United Kingdom,,,,,,,,,,,,401–500,45.4–49.0,30.0,20.7,75.6,61.1,95.1,"2,275",10.3,32%,80 : 20,,401.0,47.2,U1184,UN,47.2,75.6,10.3,1:10.3,32%,,50.15
RUDN University,Russian Federation,316,34.7,24.4,48.7,92.0,2.1,8.0,92.2,89.7,10.0,24.0,601–800,37.0–41.8,39.1,23.0,46.1,21.0,70.4,"22,866",15.6,32%,59 : 41,316.0,601.0,39.4,U1185,RU,34.7,2.1,15.6,1:15.6,32%,24.4,23.11
Ruhr-Universität Bochum,Germany,396,29.7,20.3,8.8,2.5,53.4,48.8,39.3,87.3,16.2,53.5,,,,,,,,,,,,396.0,,,U1186,GE,29.7,53.4,,,,20.3,29.57
Ruhr University Bochum,Germany,,,,,,,,,,,,251–300,53.1–55.8,39.8,46.7,72.2,85.9,60.0,"37,709",46.7,16%,50 : 50,,251.0,54.45,U1187,GE,54.45,72.2,46.7,1:46.7,16%,,54.26
Ruprecht-Karls-Universität Heidelberg,Germany,84,63.7,76.9,59.4,99.4,32.7,54.2,53.6,94.5,25.2,77.6,,,,,,,,,,,,84.0,,,U1188,GE,63.7,32.7,,,,76.9,23.3
Rush University,United States,,,,,,,,,,,,501–600,41.9–45.3,41.3,14.2,78.0,56.0,28.9,"2,848",2.1,1%,76 : 24,,501.0,43.599999999999994,U1189,UN,43.599999999999994,78.0,2.1,1:2.1,1%,,31.46
Russian Presidential Academy of National Economy and Public Administration,Russian Federation,1001-1200,,4.9,7.6,47.8,1.1,1.8,2.8,17.7,41.8,1.0,1501+,9.7–22.7,26.8,17.1,18.1,19.4,23.2,"18,646",10.4,4%,63 : 37,1001.0,1501.0,16.2,U1190,RU,16.2,1.1,10.4,1:10.4,4%,4.9,8.3
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russian Federation,1401+,,7.0,4.1,6.4,1.3,1.9,4.4,9.0,5.6,1.2,,,,,,,,,,,,1401.0,,,U1191,RU,,1.3,,,,7.0,13.78
Russian State University for the Humanities ,Russian Federation,1401+,,5.1,2.6,14.2,1.2,1.8,4.0,7.5,3.3,1.0,1501+,9.7–22.7,13.5,13.4,16.8,15.7,22.1,"16,679",22.1,4%,69 : 31,1401.0,1501.0,16.2,U1192,RU,16.2,1.2,22.1,1:22.1,4%,5.1,6.12
Rutgers University–New Brunswick,United States,328,33.8,36.2,28.1,46.3,12.8,18.0,28.2,78.0,25.7,95.4,201–250,55.9–58.6,46.4,37.2,78.4,80.1,63.7,"46,256",11.2,17%,53 : 47,328.0,201.0,57.25,U1193,UN,33.8,12.8,11.2,1:11.2,17%,36.2,32.17
Rutgers University–Newark,United States,801-850,,10.1,4.9,17.5,17.6,25.3,32.7,27.9,36.9,29.3,,,,,,,,,,,,801.0,,,U1194,UN,,17.6,,,,10.1,18.72
RWTH Aachen University,Germany,99,59.9,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,90,68.0,54.9,64.8,78.9,100.0,71.2,"34,914",43.3,29%,34 : 66,99.0,90.0,68.0,U1195,GE,59.9,71.9,43.3,1:43.3,29%,46.6,66.36
Ryukoku University,Japan,,,,,,,,,,,,1501+,9.7–22.7,15.5,10.6,12.0,23.2,31.2,"15,818",27.7,2%,36 : 64,,1501.0,16.2,U1196,JA,16.2,12.0,27.7,1:27.7,2%,,10.13
Rzeszów University of Technology,Poland,,,,,,,,,,,,1501+,9.7–22.7,20.6,9.1,29.1,22.9,23.1,"10,742",11.6,1%,38 : 62,,1501.0,16.2,U1197,PO,16.2,29.1,11.6,1:11.6,1%,,12.57
S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan,951-1000,,6.7,4.2,59.7,1.1,10.4,64.7,3.9,3.4,1.1,,,,,,,,,,,,951.0,,,U1198,KA,,1.1,,,,6.7,13.72
Süleyman Demirel University,Turkey,,,,,,,,,,,,1501+,9.7–22.7,23.5,9.8,29.9,18.6,25.6,"39,648",32.3,5%,52 : 48,,1501.0,16.2,U1199,TU,16.2,29.9,32.3,1:32.3,5%,,13.78
Sabancı University,Turkey,,,,,,,,,,,,351–400,49.1–51.0,31.7,37.9,69.5,90.2,66.6,"3,847",20.5,11%,38 : 62,,351.0,50.05,U1200,TU,50.05,69.5,20.5,1:20.5,11%,,50.42
Sabanci University,Turkey,516,23.6,19.5,44.6,38.2,19.4,32.0,14.2,25.9,7.2,7.9,,,,,,,,,,,,516.0,,,U1201,TU,23.6,19.4,,,,19.5,19.27
Saga University,Japan,,,,,,,,,,,,1501+,9.7–22.7,26.0,14.5,21.8,59.0,25.4,"6,518",9.8,2%,42 : 58,,1501.0,16.2,U1202,JA,16.2,21.8,9.8,1:9.8,2%,,13.74
Sahand University of Technology,Iran,,,,,,,,,,,,1001–1200,28.3–32.6,20.6,14.6,57.4,37.9,22.6,"5,354",27.2,1%,43 : 57,,1001.0,30.450000000000003,U1203,IR,30.450000000000003,57.4,27.2,1:27.2,1%,,23.9
Saint Joseph University of Beirut (USJ) ,Lebanon,711-720,,8.2,16.4,50.7,2.4,91.3,25.8,13.1,33.4,1.4,,,,,,,,,,,,711.0,,,U1204,LE,,2.4,,,,8.2,14.12
Saint Louis University,United States,,,,,,,,,,,,401–500,45.4–49.0,41.1,16.3,80.9,60.6,42.0,"11,041",7.3,6%,61 : 39,,401.0,47.2,U1205,UN,47.2,80.9,7.3,1:7.3,6%,,36.61
Saint Petersburg Electrotechnical University ETU-LETI,Russian Federation,1001-1200,,5.4,3.6,46.4,1.8,4.2,46.3,14.6,5.6,1.1,,,,,,,,,,,,1001.0,,,U1206,RU,,1.8,,,,5.4,13.93
Saint-Petersburg Mining University,Russian Federation,1001-1200,,3.6,3.2,64.1,2.1,21.1,29.3,6.5,8.0,1.1,601–800,37.0–41.8,29.7,16.9,69.3,50.4,43.1,"8,345",13.4,12%,41 : 59,1001.0,601.0,39.4,U1207,RU,39.4,2.1,13.4,1:13.4,12%,3.6,13.31
Saint Petersburg State University,Russian Federation,365,31.6,36.3,30.5,59.4,4.6,4.9,38.9,83.9,71.7,3.2,,,,,,,,,,,,365.0,,,U1208,RU,31.6,4.6,,,,36.3,14.78
Saints Cyril and Methodius University in Skopje,North Macedonia,,,,,,,,,,,,1501+,9.7–22.7,19.2,9.3,25.9,23.2,46.0,"26,800",13.5,5%,63 : 37,,1501.0,16.2,U1209,NO,16.2,25.9,13.5,1:13.5,5%,,17.24
Saitama Medical University,Japan,,,,,,,,,,,,1201–1500,22.8–28.2,26.5,10.3,39.3,41.5,18.3,"1,915",1.4,0%,51 : 49,,1201.0,25.5,U1210,JA,25.5,39.3,1.4,1:1.4,0%,,15.13
Saitama University,Japan,1201-1400,,4.9,1.6,11.5,6.8,9.7,4.9,18.1,1.8,1.1,1501+,9.7–22.7,22.9,15.5,19.4,41.2,41.5,"8,321",15.3,6%,32 : 68,1201.0,1501.0,16.2,U1211,JA,16.2,6.8,15.3,1:15.3,6%,4.9,13.61
Sakarya University,Turkey,1401+,,4.6,3.1,3.1,3.3,1.4,11.3,27.6,1.9,2.7,1201–1500,22.8–28.2,16.5,10.6,45.4,24.0,28.4,"42,601",26.6,7%,51 : 49,1401.0,1201.0,25.5,U1212,TU,25.5,3.3,26.6,1:26.6,7%,4.6,6.82
Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,1201-1400,,9.7,9.3,27.8,1.2,10.1,4.2,2.6,3.4,2.0,,,,,,,,,,,,1201.0,,,U1213,KA,,1.2,,,,9.7,13.75
Samara National Research University (Samara University),Russian Federation,1001-1200,,4.1,2.2,75.4,2.1,2.2,12.3,17.0,9.1,1.2,1201–1500,22.8–28.2,27.5,14.8,21.8,26.6,37.1,"9,198",10.7,14%,48 : 52,1001.0,1201.0,25.5,U1214,RU,25.5,2.1,10.7,1:10.7,14%,4.1,10.76
Samara State Technical University,Russian Federation,,,,,,,,,,,,1501+,9.7–22.7,16.9,10.6,10.9,32.3,22.1,"12,762",16.0,5%,38 : 62,,1501.0,16.2,U1215,RU,16.2,10.9,16.0,1:16.0,5%,,7.6
San Diego State University,United States,1001-1200,,5.4,3.0,3.3,14.3,5.2,3.5,68.7,15.8,9.4,801–1000,32.7–36.9,21.5,11.9,71.1,58.3,37.0,"32,069",28.1,5%,58 : 42,1001.0,801.0,34.8,U1216,UN,34.8,14.3,28.1,1:28.1,5%,5.4,12.91
San Francisco State University,United States,1201-1400,,4.5,3.1,5.7,4.0,3.4,5.0,35.6,7.6,1.7,,,,,,,,,,,,1201.0,,,U1217,UN,,4.0,,,,4.5,14.6
San Sebastián University,Chile,,,,,,,,,,,,1501+,9.7–22.7,14.2,9.2,12.1,16.1,43.2,"38,101",19.8,0%,63 : 37,,1501.0,16.2,U1218,CH,16.2,12.1,19.8,1:19.8,0%,,12.33
Sant’Anna School of Advanced Studies – Pisa,Italy,,,,,,,,,,,,201–250,55.9–58.6,50.4,39.0,80.1,90.3,60.8,718,7.4,20%,37 : 63,,201.0,57.25,U1219,IT,57.25,80.1,7.4,1:7.4,20%,,52.81
Sapienza University of Rome,Italy,132,54.2,80.7,48.5,5.0,45.3,3.1,8.0,97.1,88.0,72.3,181,60.0,53.5,48.1,77.9,85.4,46.5,"60,522",22.2,9%,61 : 39,132.0,181.0,60.0,U1220,IT,54.2,45.3,22.2,1:22.2,9%,80.7,43.57
Sapporo Medical University,Japan,,,,,,,,,,,,1201–1500,22.8–28.2,29.7,12.9,33.1,58.3,17.6,"1,294",3.3,0%,44 : 56,,1201.0,25.5,U1221,JA,25.5,33.1,3.3,1:3.3,0%,,14.44
Saratov State Medical University,Russian Federation,,,,,,,,,,,,1501+,9.7–22.7,25.6,10.7,3.7,16.2,31.2,"7,242",6.6,12%,,,1501.0,16.2,U1222,RU,16.2,3.7,6.6,1:6.6,12%,,7.67
SASTRA University,India,,,,,,,,,,,,1201–1500,22.8–28.2,22.4,11.3,45.0,30.3,29.4,"10,360",13.1,3%,43 : 57,,1201.0,25.5,U1223,IN,25.5,45.0,13.1,1:13.1,3%,,20.06
Satbayev University,Kazakhstan,405,29.3,27.8,43.4,88.1,1.2,66.7,16.9,15.0,23.6,3.8,1501+,9.7–22.7,22.7,10.8,8.5,23.2,68.7,"8,114",12.4,5%,44 : 56,405.0,1501.0,16.2,U1224,KA,29.3,1.2,12.4,1:12.4,5%,27.8,16.03
Sathyabama Institute of Science and Technology (deemed to be university),India,1201-1400,,6.8,3.7,24.8,4.3,5.3,3.5,17.0,1.9,3.1,1201–1500,22.8–28.2,31.2,9.9,35.1,16.9,29.7,"13,406",10.6,5%,50 : 50,1201.0,1201.0,25.5,U1225,IN,25.5,4.3,10.6,1:10.6,5%,6.8,7.07
Saveetha Institute of Medical and Technical Sciences (deemed to be university),India,951-1000,,5.5,2.6,21.1,7.2,87.1,7.2,60.8,1.9,1.7,601–800,37.0–41.8,31.7,10.2,77.8,17.3,58.9,"11,919",7.1,1%,46 : 54,951.0,601.0,39.4,U1226,IN,39.4,7.2,7.1,1:7.1,1%,5.5,15.16
Savitribai Phule Pune University,India,631-640,,8.9,18.3,48.8,35.3,1.4,2.5,44.2,14.4,1.8,801–1000,32.7–36.9,44.0,11.8,54.5,22.8,25.2,"5,871",9.6,4%,44 : 56,631.0,801.0,34.8,U1227,IN,34.8,35.3,9.6,1:9.6,4%,8.9,16.37
Sciences Po ,France,350,32.5,16.8,34.8,81.1,2.8,52.7,97.2,31.4,97.7,7.2,501–600,41.9–45.3,32.4,25.6,60.1,17.2,84.6,"12,445",42.6,32%,63 : 37,350.0,501.0,43.599999999999994,U1228,FR,32.5,2.8,42.6,1:42.6,32%,16.8,28.12
Scuola Normale Superiore di Pisa,Italy,,,,,,,,,,,,=168,60.8,60.1,42.6,82.9,34.9,59.3,614,7.4,11%,29 : 71,,168.0,60.8,U1229,IT,60.8,82.9,7.4,1:7.4,11%,,55.18
Seattle University,United States,1201-1400,,5.4,6.4,32.2,2.1,1.5,13.2,6.3,10.1,2.4,,,,,,,,,,,,1201.0,,,U1230,UN,,2.1,,,,5.4,14.02
Sechenov University,Russian Federation,791-800,,5.3,5.0,57.4,4.3,9.0,63.0,83.6,1.9,1.0,801–1000,32.7–36.9,32.6,17.1,47.7,39.4,62.1,"15,885",8.1,26%,69 : 31,791.0,801.0,34.8,U1231,RU,34.8,4.3,8.1,1:8.1,26%,5.3,18.68
Sejong University ,South Korea,396,29.7,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,251–300,53.1–55.8,31.4,34.5,94.0,73.8,68.6,"11,678",18.9,15%,51 : 49,396.0,251.0,54.45,U1232,SO,29.7,76.9,18.9,1:18.9,15%,10.8,51.37
Selçuk University,Turkey,,,,,,,,,,,,1201–1500,22.8–28.2,22.4,14.4,36.7,58.2,34.1,"32,183",14.0,8%,58 : 42,,1201.0,25.5,U1233,TU,25.5,36.7,14.0,1:14.0,8%,,20.31
Semmelweis University,Hungary,,,,,,,,,,,,251–300,53.1–55.8,45.2,27.8,76.9,66.4,79.9,"9,966",12.8,37%,69 : 31,,251.0,54.45,U1234,HU,54.45,76.9,12.8,1:12.8,37%,,50.59
Semnan University,Iran,,,,,,,,,,,,1001–1200,28.3–32.6,30.7,12.8,50.7,18.4,22.4,"14,404",15.1,1%,55 : 45,,1001.0,30.450000000000003,U1235,IR,30.450000000000003,50.7,15.1,1:15.1,1%,,20.88
Semnan University of Medical Sciences and Health Services,Iran,,,,,,,,,,,,1201–1500,22.8–28.2,25.4,10.5,46.2,16.2,29.1,"3,537",7.9,7%,61 : 39,,1201.0,25.5,U1236,IR,25.5,46.2,7.9,1:7.9,7%,,19.93
Seoul National University,South Korea,31,82.3,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,62,73.4,74.2,75.3,74.6,100.0,43.7,"28,620",16.1,13%,,31.0,62.0,73.4,U1237,SO,82.3,71.7,16.1,1:16.1,13%,98.5,65.15
Seoul National University of Science and Technology,South Korea,1201-1400,,6.4,3.6,12.8,10.3,9.6,11.9,12.4,1.9,9.8,1201–1500,22.8–28.2,28.0,20.1,32.7,39.8,30.6,"8,987",13.8,9%,36 : 64,1201.0,1201.0,25.5,U1238,SO,25.5,10.3,13.8,1:13.8,9%,6.4,14.45
SGH Warsaw School of Economics,Poland,,,,,,,,,,,,1501+,9.7–22.7,24.8,15.2,24.1,16.1,36.7,"8,618",16.5,13%,49 : 51,,1501.0,16.2,U1239,PO,16.2,24.1,16.5,1:16.5,13%,,17.54
Shahed University,Iran,,,,,,,,,,,,1501+,9.7–22.7,30.3,14.8,22.5,26.6,18.7,"5,207",15.8,0%,53 : 47,,1501.0,16.2,U1240,IR,16.2,22.5,15.8,1:15.8,0%,,12.49
Shahid Bahonar University of Kerman,Iran,,,,,,,,,,,,1201–1500,22.8–28.2,19.4,13.7,41.8,26.9,26.3,"13,458",22.1,1%,60 : 40,,1201.0,25.5,U1241,IR,25.5,41.8,22.1,1:22.1,1%,,19.6
Shahid Beheshti University (SBU),Iran,851-900,,7.9,7.3,4.1,33.3,1.6,1.6,64.7,19.0,1.5,,,,,,,,,,,,851.0,,,U1242,IR,,33.3,,,,7.9,23.48
Shahid Beheshti University of Medical Sciences,Iran,,,,,,,,,,,,601–800,37.0–41.8,45.1,22.9,49.9,63.5,27.1,"12,057",8.0,4%,55 : 45,,601.0,39.4,U1243,IR,39.4,49.9,8.0,1:8.0,4%,,27.07
