University,Country,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,QS_International_Research_Network,QS_Employment_Outcomes,QS_Sustainability,THE_Rank,THE_Overall_Score,THE_Teaching,THE_Research,THE_Citations,THE_Industry_Income,THE_International_Outlook,THE_Number_Students,THE_Student_Staff_Ratio,THE_International_Students,THE_Female_Male_Ratio
University of Naples - Federico II,IT,347,32.8,36.6,19.7,4.2,65.1,2.2,1.1,92.5,7.3,20.1,351–400,49.1–51.0,36.7,28.3,86.9,72.0,35.4,"56,127",19.5,2%,56 : 44
University of Naples Parthenope,IT,1001-1200,-,3.8,1.9,3.3,42.4,1.7,2.1,30.8,1.7,3.0,,,,,,,,,,,
University of Navarra,ES,249,40.7,30.6,68.0,49.6,14.7,24.8,73.8,63.6,75.8,42.3,301–350,51.1–53.0,35.6,30.4,82.3,79.1,74.4,"11,969",14.3,26%,54 : 46
University of Nebraska - Lincoln,US,701-710,-,10.6,5.8,16.9,30.4,21.5,7.1,73.1,7.2,33.0,401–500,45.4–49.0,33.8,31.1,71.5,67.0,65.9,"23,920",16.6,9%,49 : 51
University of Nebraska Medical Center,United States,,,,,,,,,,,,501–600,41.9–45.3,36.9,16.4,77.8,66.1,41.3,"3,318",2.0,7%,71 : 29
University of Neuchâtel,Switzerland,,,,,,,,,,,,401–500,45.4–49.0,31.8,26.4,67.2,53.5,85.9,"4,379",11.8,21%,61 : 39
"University of Nevada, Las Vegas",United States,,,,,,,,,,,,601–800,37.0–41.8,29.3,25.6,64.7,51.5,38.3,"26,730",23.2,4%,57 : 43
University of New Brunswick,CA,681-690,-,4.9,8.3,19.9,27.5,61.0,34.1,48.7,17.3,29.0,,,,,,,,,,,
University of New Brunswick UNB,Canada,,,,,,,,,,,,601–800,37.0–41.8,24.3,25.0,62.4,64.0,81.1,"8,308",15.0,14%,53 : 47
University of New England Australia,AU,1001-1200,-,10.7,7.2,3.7,14.7,4.6,3.3,62.9,9.8,10.8,,,,,,,,,,,
University of New Hampshire,US,1001-1200,-,5.0,4.1,12.2,16.9,7.0,2.5,41.7,7.1,5.5,,,,,,,,,,,
University of New Mexico,US,791-800,-,10.5,8.0,43.5,14.9,8.2,4.0,73.1,7.3,11.0,,,,,,,,,,,
The University of New South Wales (UNSW Sydney),AU,19,87.1,90.5,90.4,20.6,94.9,100.0,99.4,98.3,97.7,99.2,,,,,,,,,,,
University of Newcastle,Australia,,,,,,,,,,,,201–250,55.9–58.6,33.8,38.8,85.5,76.5,83.4,"24,608",31.3,16%,57 : 43
"The University of Newcastle, Australia (UON)",AU,179,48.7,28.3,24.5,28.7,91.7,99.9,24.2,82.0,14.8,92.4,,,,,,,,,,,
University of Niš,RS,1201-1400,-,5.0,5.5,12.5,2.4,,5.7,49.0,4.0,1.0,,,,,,,,,,,
University of Nicosia,Cyprus,,,,,,,,,,,,501–600,41.9–45.3,22.6,21.0,76.1,26.3,91.2,"4,754",13.0,54%,53 : 47
University of Nigeria Nsukka,Nigeria,,,,,,,,,,,,1201–1500,22.8–28.2,29.1,10.6,30.3,17.3,37.0,"43,108",11.7,1%,46 : 54
University of North Carolina at Chapel Hill,United States,,,,,,,,,,,,72,71.2,63.4,60.3,93.9,75.8,50.9,"30,782",7.7,8%,60 : 40
University of North Carolina at Charlotte,US,1001-1200,-,5.1,5.8,5.0,13.4,8.7,6.2,65.0,7.8,4.2,601–800,37.0–41.8,23.2,22.1,74.4,58.7,37.0,"26,819",20.6,6%,49 : 51
University of North Carolina at Greensboro,US,1201-1400,-,2.6,2.4,8.9,10.1,5.9,3.4,50.7,1.5,1.6,,,,,,,,,,,
"University of North Carolina, Chapel Hill",US,155,51.6,61.4,36.5,72.9,47.2,23.5,11.1,91.6,55.2,44.6,,,,,,,,,,,
University of North Texas,US,1001-1200,-,6.9,5.0,3.1,17.2,3.5,24.8,58.0,21.1,3.8,,,,,,,,,,,
The University of Northampton,UK,1001-1200,-,3.2,2.7,5.2,2.6,36.3,96.6,8.4,4.1,1.0,,,,,,,,,,,
University of Northern British Columbia (UNBC),Canada,,,,,,,,,,,,801–1000,32.7–36.9,21.1,21.8,51.7,21.4,52.0,"2,937",16.5,12%,61 : 39
University of Notre Dame,US,316,34.7,25.8,25.2,60.8,29.2,22.3,18.4,70.1,60.2,68.9,=199,58.7,51.9,42.6,76.1,72.9,69.9,"12,576",10.9,12%,47 : 53
"The University of Notre Dame, Australia",AU,1401+,-,3.0,3.7,3.5,7.2,21.4,2.2,10.6,1.7,1.0,,,,,,,,,,,
University of Nottingham,UK,108,58.5,61.1,65.8,32.8,37.6,89.4,70.5,98.0,38.0,97.0,=130,63.8,45.6,45.9,90.6,71.2,92.8,"33,520",16.0,27%,54 : 46
University of Novi Sad,RS,1001-1200,-,8.4,5.9,8.8,3.6,,,79.4,21.3,1.2,1501+,9.7–22.7,19.0,11.7,29.1,36.4,33.6,"47,978",15.1,1%,57 : 43
"University of Occupational and Environmental Health, Japan",Japan,,,,,,,,,,,,1001–1200,28.3–32.6,30.2,11.7,54.8,46.8,22.5,"1,164",2.5,1%,52 : 48
University of Oklahoma,US,701-710,-,10.2,9.8,15.6,31.1,21.8,5.7,69.3,22.3,17.7,,,,,,,,,,,
University of Oradea,RO,1401+,-,5.6,2.2,4.0,1.9,1.5,5.2,34.5,6.2,2.3,1201–1500,22.8–28.2,16.7,14.6,35.0,16.9,41.0,"15,820",17.5,6%,56 : 44
University of Oregon,US,801-850,-,18.3,9.4,9.4,18.5,7.6,3.6,53.4,23.3,16.1,401–500,45.4–49.0,31.1,30.5,79.4,70.2,43.2,"21,185",13.0,6%,55 : 45
University of Oslo,NO,119,56.1,55.6,16.0,73.8,55.7,91.6,31.7,97.3,80.9,72.1,127,64.3,45.6,50.6,92.1,72.3,75.6,"20,967",12.5,15%,66 : 34
University of Ostrava,CZ,1201-1400,-,6.3,1.1,15.6,3.6,27.7,16.6,27.0,2.9,1.0,1501+,9.7–22.7,19.5,16.3,23.2,18.2,46.2,"8,526",16.0,9%,71 : 29
University of Otago,NZ,214,44.4,45.0,24.6,12.8,38.8,100.0,37.6,79.5,59.1,96.0,301–350,51.1–53.0,35.6,35.1,75.8,68.8,81.8,"19,350",20.6,16%,61 : 39
University of Ottawa,CA,189,47.3,26.2,23.3,3.5,81.3,91.7,77.8,93.0,39.8,92.9,=177,60.2,39.6,46.5,84.4,80.2,86.9,"38,366",27.2,26%,59 : 41
University of Oulu,FI,344,32.9,15.1,13.5,25.3,59.4,65.3,8.6,89.4,21.7,68.6,251–300,53.1–55.8,33.1,38.2,84.1,66.0,59.5,"10,719",20.8,8%,55 : 45
University of Oviedo,Spain,,,,,,,,,,,,801–1000,32.7–36.9,29.0,18.5,49.2,40.6,37.8,"18,657",9.2,4%,54 : 46
University of Oxford,UK,3,96.9,100.0,100.0,100.0,84.8,98.1,97.7,100.0,100.0,85.0,1,98.5,96.6,100.0,99.0,98.7,97.5,"21,750",10.9,42%,49 : 51
University of Pécs,Hungary,,,,,,,,,,,,1001–1200,28.3–32.6,39.1,16.5,29.9,32.0,54.3,"16,267",13.7,24%,59 : 41
University of Padua,Italy,,,,,,,,,,,,201–250,55.9–58.6,46.1,38.5,84.1,77.1,53.1,"44,401",26.5,7%,56 : 44
University of Palermo,IT,851-900,-,11.1,2.3,4.4,32.2,2.4,1.9,81.6,4.5,5.7,601–800,37.0–41.8,18.9,22.5,69.8,47.2,34.8,"33,972",22.0,1%,59 : 41
University of Pannonia,HU,1201-1400,-,4.2,4.0,22.0,8.5,3.3,8.3,44.7,4.0,1.0,1501+,9.7–22.7,22.2,15.6,21.5,45.5,37.9,"5,241",19.5,7%,48 : 52
University of Pardubice,CZ,1201-1400,-,4.5,2.3,44.5,3.1,9.7,8.8,18.7,1.7,1.0,1501+,9.7–22.7,21.1,17.7,17.7,30.0,39.8,"7,375",13.5,10%,56 : 44
University of Parma,IT,951-1000,-,9.5,2.7,2.9,25.4,3.8,9.1,69.4,9.2,2.3,601–800,37.0–41.8,19.4,22.6,72.2,65.9,38.7,"29,840",33.4,6%,58 : 42
University of Passau,Germany,,,,,,,,,,,,401–500,45.4–49.0,31.5,36.5,66.5,62.2,58.2,"8,536",58.2,13%,60 : 40
University of Patras,GR,761-770,-,11.7,17.1,2.7,27.0,1.4,4.8,60.6,3.7,44.9,801–1000,32.7–36.9,19.0,17.8,56.2,68.4,35.1,"31,172",29.4,5%,51 : 49
University of Pau and Pays de l’Adour,France,,,,,,,,,,,,1201–1500,22.8–28.2,23.4,12.4,21.6,28.5,79.9,"14,105",13.9,15%,53 : 47
University of Pavia,Italy,,,,,,,,,,,,301–350,51.1–53.0,37.6,32.3,82.7,80.4,50.4,"17,701",31.5,9%,54 : 46
University of Pecs,HU,771-780,-,14.3,11.9,41.4,2.8,9.3,64.3,40.3,4.0,11.3,,,,,,,,,,,
University of Pennsylvania,US,11,90.3,96.3,91.9,99.8,74.0,90.9,66.2,91.9,100.0,93.0,16,91.0,87.7,89.7,97.6,97.7,78.8,"21,312",6.2,22%,54 : 46
University of Peradeniya ,LK,1201-1400,-,9.0,11.6,12.0,2.0,1.0,1.3,22.7,10.9,5.8,1001–1200,28.3–32.6,18.4,9.2,58.6,23.3,39.8,"22,336",13.9,1%,65 : 35
University of Pernambuco,Brazil,,,,,,,,,,,,1501+,9.7–22.7,16.0,10.3,15.2,18.3,26.4,"21,435",16.9,0%,
University of Peshawar,PK,901-950,-,6.9,9.9,34.3,21.4,,1.9,42.9,15.3,1.1,1001–1200,28.3–32.6,19.4,12.2,61.0,17.4,47.3,"20,494",42.7,0%,18 : 82
University of Petroleum and Energy Studies (UPES),IN,801-850,-,21.8,6.1,39.5,3.4,18.2,1.2,56.9,1.9,1.0,,,,,,,,,,,
University of Phayao,Thailand,,,,,,,,,,,,1501+,9.7–22.7,14.9,9.4,39.3,16.3,25.9,"17,256",17.1,0%,66 : 34
University of Pisa,IT,382,30.7,40.4,15.1,8.6,38.8,5.9,4.2,88.3,15.0,56.7,401–500,45.4–49.0,31.1,31.2,80.5,68.7,43.2,"31,567",20.9,5%,52 : 48
University of Pittsburgh,US,275,38.2,35.0,12.7,96.3,31.3,9.5,13.5,91.7,42.6,53.5,,,,,,,,,,,
University of Pittsburgh-Pittsburgh campus,United States,,,,,,,,,,,,=145,62.5,49.1,46.1,92.4,76.1,50.9,"26,305",5.4,10%,56 : 44
University of Plymouth,UK,661-670,-,8.9,8.9,11.6,25.9,49.8,36.2,80.1,7.3,21.5,401–500,45.4–49.0,24.4,21.9,79.5,66.1,80.6,"15,675",17.1,16%,59 : 41
University of Port Harcourt,Nigeria,,,,,,,,,,,,1501+,9.7–22.7,23.1,14.4,15.4,21.8,32.0,"31,493",17.1,0%,35 : 65
University of Porto,PT,278,38.1,41.3,17.9,10.8,59.6,6.6,19.8,95.1,39.1,53.1,401–500,45.4–49.0,31.3,35.4,71.1,66.3,57.9,"36,386",16.9,17%,54 : 46
University of Portsmouth,UK,631-640,-,8.1,7.3,8.6,15.1,74.0,85.3,75.4,8.9,21.1,401–500,45.4–49.0,20.0,20.0,84.5,40.6,94.7,"23,625",16.8,29%,47 : 53
University of Potsdam,Germany,,,,,,,,,,,,201–250,55.9–58.6,37.3,44.7,80.4,91.0,68.5,"14,330",38.1,16%,57 : 43
University of Pretoria,ZA,354,32.2,23.9,48.8,4.0,15.5,33.3,8.2,98.1,80.1,79.6,501–600,41.9–45.3,31.2,34.3,56.7,69.9,61.4,"37,315",22.1,6%,59 : 41
University of Primorska,SI,1201-1400,-,3.7,2.5,8.9,4.1,25.0,26.4,46.3,4.2,1.0,1501+,9.7–22.7,16.4,14.9,26.5,21.9,61.8,"5,805",15.3,18%,77 : 23
University of Prishtina,Kosovo,,,,,,,,,,,,1501+,9.7–22.7,11.8,10.7,13.7,18.4,38.9,"28,532",31.4,1%,65 : 35
University of Puerto Rico,Puerto Rico,,,,,,,,,,,,1201–1500,22.8–28.2,25.0,11.4,40.8,37.6,44.4,"43,535",15.2,1%,58 : 42
University of Qom,Iran,,,,,,,,,,,,1201–1500,22.8–28.2,22.2,12.1,35.1,17.3,48.6,"11,828",43.0,33%,44 : 56
The University of Queensland,AU,40,80.2,86.7,74.0,21.2,90.2,100.0,100.0,96.7,56.7,96.7,70,72.0,52.9,64.3,89.1,99.8,94.0,"42,847",39.1,42%,55 : 45
University of Rajshahi,Bangladesh,,,,,,,,,,,,1001–1200,28.3–32.6,15.9,9.3,59.3,17.6,39.6,"22,042",20.4,0%,34 : 66
University of Reading,UK,172,49.9,32.2,41.7,13.1,65.7,86.2,78.6,91.7,47.8,94.0,201–250,55.9–58.6,37.5,40.6,84.1,70.8,95.5,"15,945",16.6,31%,55 : 45
University of Regina,CA,951-1000,-,3.3,2.5,3.9,21.0,7.3,38.3,39.1,4.1,44.6,801–1000,32.7–36.9,17.8,19.5,62.9,36.1,71.0,"14,167",24.6,26%,49 : 51
University of Rennes 1,France,,,,,,,,,,,,801–1000,32.7–36.9,32.1,17.9,44.7,64.0,63.8,"27,592",17.5,12%,52 : 48
University of Rhode Island ,US,1001-1200,-,5.6,3.5,6.7,16.2,5.2,2.6,48.9,11.8,54.1,601–800,37.0–41.8,26.3,20.5,57.4,50.0,53.7,"15,886",14.5,3%,57 : 43
University of Rijeka,HR,1201-1400,-,6.1,4.3,13.8,4.3,2.5,1.8,45.8,12.0,2.9,1501+,9.7–22.7,18.7,16.7,29.9,25.8,29.2,"13,163",15.6,3%,58 : 42
University of Rochester,US,236,42.3,22.6,20.8,99.1,33.6,63.9,93.8,64.3,40.4,63.7,133,63.6,50.8,42.9,88.3,89.0,81.7,"9,855",7.3,34%,50 : 50
University of Roehampton,United Kingdom,,,,,,,,,,,,801–1000,32.7–36.9,23.0,21.5,52.0,35.8,85.0,"8,245",19.6,36%,67 : 33
University of Rome II – Tor Vergata,Italy,,,,,,,,,,,,301–350,51.1–53.0,39.9,33.5,74.3,77.5,66.9,"18,480",24.0,20%,58 : 42
University of Rome III,Italy,,,,,,,,,,,,601–800,37.0–41.8,23.1,25.3,58.3,49.5,45.4,"33,611",46.5,5%,60 : 40
"University of Rome ""Tor Vergata""",IT,393,29.9,31.3,15.4,9.0,47.2,9.6,30.8,69.1,6.3,57.7,,,,,,,,,,,
University of Rzeszów,PL,1201-1400,-,5.2,1.8,15.1,2.7,,1.7,28.3,3.0,1.0,,,,,,,,,,,
University of São Paulo,Brazil,,,,,,,,,,,,201–250,55.9–58.6,59.8,60.7,57.3,68.2,42.5,"83,182",13.9,2%,47 : 53
University of Salamanca,ES,539,22.8,26.9,14.6,26.0,6.2,6.9,14.9,80.0,23.4,69.5,801–1000,32.7–36.9,32.0,21.8,50.4,39.9,53.6,"24,707",14.7,13%,61 : 39
University of Salento,Italy,,,,,,,,,,,,601–800,37.0–41.8,30.1,21.8,64.5,52.2,34.5,"14,304",24.7,2%,62 : 38
University of Salerno,IT,801-850,-,8.6,2.4,5.6,37.1,3.3,1.6,87.4,4.0,19.2,501–600,41.9–45.3,21.9,24.4,79.2,52.4,37.4,"26,142",26.5,2%,55 : 45
University of Salford,UK,901-950,-,6.8,3.9,6.4,6.9,36.7,69.8,63.6,9.6,5.8,801–1000,32.7–36.9,18.8,15.0,61.1,46.9,82.2,"20,010",20.3,23%,55 : 45
University of San Carlos,PH,1401+,-,7.2,9.4,3.3,1.8,2.1,2.1,6.4,9.6,1.0,,,,,,,,,,,
University of San Diego,US,1201-1400,-,6.2,7.0,25.5,2.7,3.1,6.8,5.5,12.2,1.0,,,,,,,,,,,
University of San Francisco,US,1201-1400,-,5.9,4.4,18.7,3.6,2.3,20.2,6.0,29.5,1.2,,,,,,,,,,,
University of Sannio,Italy,,,,,,,,,,,,601–800,37.0–41.8,23.6,20.5,63.6,71.1,29.3,"2,751",13.4,1%,49 : 51
"University of Santiago, Chile (USACH)",Chile,,,,,,,,,,,,1501+,9.7–22.7,15.8,15.4,29.8,27.7,45.9,"24,717",20.8,2%,45 : 55
University of Santiago de Compostela,Spain,,,,,,,,,,,,601–800,37.0–41.8,29.7,21.1,58.7,69.6,46.6,"24,872",14.6,6%,65 : 35
University of Santo Tomas,PH,851-900,-,12.8,39.9,12.5,1.3,34.9,5.8,18.1,14.1,2.4,1501+,9.7–22.7,19.6,9.5,25.8,20.7,67.0,"31,813",13.3,7%,51 : 49
University of Sarajevo ,BA,1001-1200,-,4.4,1.6,4.6,1.9,,2.8,46.5,83.6,1.0,1501+,9.7–22.7,16.4,10.8,18.6,23.6,27.7,"25,468",15.6,0%,64 : 36
University of Sargodha,Pakistan,,,,,,,,,,,,1001–1200,28.3–32.6,27.6,11.9,50.5,17.7,48.1,"19,172",24.3,0%,55 : 45
University of Saskatchewan,CA,340,33.2,11.1,5.3,18.2,57.0,77.3,49.5,82.3,32.1,90.7,351–400,49.1–51.0,39.0,35.1,62.9,95.8,78.9,"17,924",18.1,21%,56 : 44
University of Sassari,Italy,,,,,,,,,,,,601–800,37.0–41.8,31.1,24.7,66.3,45.7,41.9,"15,207",38.1,2%,63 : 37
University of Science and Technology Beijing,CN,430,27.7,11.8,4.2,10.2,99.4,3.1,2.8,56.8,4.9,3.6,,,,,,,,,,,
University of Science and Technology of China,CN,133,54.1,50.0,23.7,94.7,97.7,11.6,5.1,75.7,31.9,11.9,57,74.8,74.3,66.3,88.2,95.6,45.4,"20,252",8.1,5%,
University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,,,,,,,,,,,,1501+,9.7–22.7,24.6,7.0,9.0,17.3,32.4,"18,552",9.6,1%,50 : 50
University of Sciences and Technology Houari Boumediene,Algeria,,,,,,,,,,,,1501+,9.7–22.7,17.8,7.4,12.8,18.2,35.3,"39,136",19.5,0%,47 : 53
University of Seoul ,KR,1001-1200,-,11.0,9.7,36.7,8.8,5.5,6.9,24.0,5.3,4.9,801–1000,32.7–36.9,28.8,26.1,41.0,52.1,34.9,"9,929",14.4,4%,42 : 58
University of Seville,Spain,,,,,,,,,,,,801–1000,32.7–36.9,23.8,24.5,53.6,50.8,44.6,"52,335",16.7,8%,55 : 45
University of Sfax,Tunisia,,,,,,,,,,,,1001–1200,28.3–32.6,33.7,13.9,40.5,34.5,44.7,"30,597",12.6,3%,65 : 35
University of Shanghai for Science and Technology,China,,,,,,,,,,,,1201–1500,22.8–28.2,23.1,11.5,40.4,36.7,26.6,"26,472",10.5,2%,43 : 57
University of Sharjah,AE,434,27.5,18.1,17.3,6.0,22.0,100.0,100.0,84.8,11.2,11.8,351–400,49.1–51.0,20.7,25.7,93.8,29.0,98.8,"12,848",18.9,51%,67 : 33
The University of Sheffield,UK,105,59.1,58.3,48.7,52.5,43.9,83.3,96.8,95.8,33.8,97.7,105,66.2,48.0,49.5,92.3,77.5,92.0,"27,860",15.4,40%,53 : 47
University of Shizuoka,Japan,,,,,,,,,,,,1501+,9.7–22.7,25.9,12.9,15.2,58.9,26.5,"3,134",11.5,3%,61 : 39
University of Siegen,Germany,,,,,,,,,,,,601–800,37.0–41.8,27.4,26.9,60.7,46.2,62.7,"13,856",29.9,13%,56 : 44
University of Siena,IT,691-700,-,13.6,3.5,9.7,40.4,2.9,10.8,61.0,9.3,27.9,501–600,41.9–45.3,25.0,25.6,75.9,74.9,48.7,"13,115",18.1,10%,63 : 37
University of Silesia in Katowice,PL,1201-1400,-,5.4,4.2,20.3,3.1,3.5,3.9,52.5,7.4,2.4,1501+,9.7–22.7,23.2,13.5,23.4,21.8,29.7,"19,222",11.6,4%,67 : 33
University of Sistan and Baluchestan,Iran,,,,,,,,,,,,1501+,9.7–22.7,18.5,11.4,26.4,22.9,22.7,"8,890",19.6,1%,58 : 42
University of Social Welfare and Rehabilitation Sciences,Iran,,,,,,,,,,,,1001–1200,28.3–32.6,33.6,19.9,33.6,27.9,34.9,"1,725",10.8,2%,70 : 30
University of Sonora,Mexico,,,,,,,,,,,,1501+,9.7–22.7,13.6,8.4,13.6,32.3,34.9,"34,176",26.0,1%,57 : 43
University of Sousse,Tunisia,,,,,,,,,,,,1201–1500,22.8–28.2,30.3,10.3,31.4,19.3,40.1,"25,887",13.7,2%,68 : 32
University of South Africa,ZA,851-900,-,10.6,7.2,1.1,7.3,,7.3,91.0,92.8,3.1,1001–1200,28.3–32.6,24.7,19.3,50.5,26.0,41.4,"198,816",114.2,3%,74 : 26
University of South Alabama (USA),US,1201-1400,-,4.7,5.9,19.0,6.1,,2.1,13.6,2.3,1.2,,,,,,,,,,,
University of South Australia,AU,340,33.2,21.3,12.7,24.9,31.9,99.8,50.9,85.5,15.5,83.6,301–350,51.1–53.0,25.0,36.8,82.5,98.3,83.5,"22,822",30.2,17%,60 : 40
University of South Bohemia,CZ,951-1000,-,5.2,2.3,56.0,5.7,21.5,11.4,55.3,1.6,5.7,,,,,,,,,,,
University of South Bohemia in České Budějovice,Czech Republic,,,,,,,,,,,,1001–1200,28.3–32.6,21.4,18.2,51.0,19.5,53.0,"9,131",14.6,7%,70 : 30
University of South Carolina,US,601-610,-,13.8,9.4,9.7,28.3,30.4,3.2,71.9,17.3,63.1,,,,,,,,,,,
University of South Carolina-Columbia,United States,,,,,,,,,,,,401–500,45.4–49.0,35.9,24.6,75.1,63.4,59.2,"32,770",16.9,5%,56 : 44
University of South China,China,,,,,,,,,,,,1201–1500,22.8–28.2,26.8,13.9,27.7,30.6,22.3,"28,160",7.4,2%,38 : 62
University of South Dakota,United States,,,,,,,,,,,,1001–1200,28.3–32.6,34.5,15.9,33.6,36.0,29.6,"6,909",16.0,3%,63 : 37
University of South Florida,US,621-630,-,12.9,9.5,8.8,36.3,19.9,22.2,86.7,6.1,15.9,251–300,53.1–55.8,31.7,36.4,87.6,99.9,66.7,"40,379",19.0,13%,
University of South Wales,United Kingdom,,,,,,,,,,,,1001–1200,28.3–32.6,18.3,11.8,42.0,56.5,77.2,"15,780",16.0,21%,53 : 47
University of Southampton,UK,80,64.1,50.1,44.3,40.7,83.4,92.5,98.0,97.1,49.2,96.9,=97,66.9,48.9,50.1,92.7,73.1,96.5,"19,920",13.0,35%,51 : 49
University of Southern California,US,125,55.2,50.4,54.5,17.3,58.0,26.0,74.1,85.8,92.6,97.7,74,70.8,59.2,58.8,92.5,74.4,74.3,"44,083",14.2,24%,49 : 51
University of Southern Denmark (SDU),DK,324,34.1,20.2,15.9,22.3,49.3,85.5,24.1,81.1,21.3,73.2,251–300,53.1–55.8,29.8,33.5,89.1,91.5,76.9,"18,279",9.9,13%,52 : 48
University of Southern Queensland ,AU,396,29.7,8.8,5.7,4.8,73.1,84.1,23.0,81.0,8.6,43.0,351–400,49.1–51.0,28.4,25.9,88.0,46.9,81.8,"11,650",24.8,15%,63 : 37
University of Split,HR,1201-1400,-,6.3,4.0,5.0,4.2,1.4,2.0,47.5,12.3,4.5,1201–1500,22.8–28.2,17.9,13.9,49.1,23.1,36.0,"19,354",15.7,2%,58 : 42
University of Sri Jayewardenepura,LK,1201-1400,-,6.0,10.4,4.5,3.3,,1.0,14.1,11.0,1.0,1501+,9.7–22.7,13.0,9.0,35.7,18.4,35.8,"17,629",22.9,0%,63 : 37
University of St Andrews,UK,104,59.2,46.5,63.2,64.7,49.2,98.4,100.0,83.8,18.5,91.1,=193,59.0,46.0,42.6,77.7,63.6,95.8,"10,325",12.4,46%,58 : 42
University of St Gallen,Switzerland,,,,,,,,,,,,351–400,49.1–51.0,33.8,21.0,81.4,66.6,93.6,"8,799",12.9,33%,36 : 64
University of Stavanger,NO,801-850,-,7.1,5.8,84.6,5.0,,,69.6,10.0,5.1,601–800,37.0–41.8,24.7,15.6,66.6,30.2,74.4,"11,428",10.5,13%,58 : 42
University of Stirling,UK,452,26.4,11.2,9.4,9.3,30.3,76.9,81.3,61.6,15.8,76.1,401–500,45.4–49.0,23.0,26.2,82.4,41.0,91.4,"10,650",18.7,28%,64 : 36
University of Strathclyde,UK,281,37.9,25.9,30.0,16.7,31.8,93.0,64.0,85.0,33.6,88.6,301–350,51.1–53.0,32.4,35.5,71.2,75.5,91.9,"20,400",16.3,25%,51 : 49
University of Stuttgart,Germany,,,,,,,,,,,,251–300,53.1–55.8,44.8,49.5,63.1,99.6,58.9,"15,152",25.3,20%,34 : 66
University of Sunderland,United Kingdom,,,,,,,,,,,,1201–1500,22.8–28.2,18.2,9.9,40.2,42.1,71.6,"13,320",16.0,42%,61 : 39
University of Surrey,UK,285,37.2,19.7,17.9,22.8,55.2,97.1,87.1,86.4,20.4,28.4,251–300,53.1–55.8,31.3,34.5,88.0,73.0,96.8,"14,630",16.3,33%,54 : 46
University of Sussex,UK,246,41,22.6,10.4,15.5,56.8,99.6,84.9,84.7,39.9,97.7,201–250,55.9–58.6,29.7,35.6,92.7,66.1,95.4,"17,640",17.3,34%,55 : 45
The University of Sydney,AU,18,87.3,96.4,90.0,10.9,93.7,99.9,100.0,95.8,93.1,99.6,60,73.8,52.6,68.9,92.0,97.7,90.2,"57,414",23.1,51%,58 : 42
University of Szeged,HU,570,21.8,18.5,16.8,37.0,4.8,11.8,41.2,73.1,15.0,61.9,1001–1200,28.3–32.6,29.9,15.8,40.5,48.1,57.8,"20,050",12.3,20%,56 : 44
University of Tübingen,Germany,,,,,,,,,,,,=95,67.0,49.1,56.5,89.0,99.8,72.0,"21,632",27.1,14%,59 : 41
University of Tabriz,IR,552,22.5,5.9,5.0,3.4,81.7,1.5,6.8,71.8,5.3,1.2,501–600,41.9–45.3,26.7,23.4,80.1,43.1,40.8,"20,177",26.7,4%,52 : 48
University of Tabuk,SA,1001-1200,-,5.2,2.4,18.7,3.0,92.4,2.2,38.0,2.2,1.0,801–1000,32.7–36.9,16.9,10.4,69.0,26.1,75.6,"31,635",19.5,2%,60 : 40
University of Talca,Chile,,,,,,,,,,,,1201–1500,22.8–28.2,17.4,13.7,31.5,36.7,52.3,"12,510",15.5,0%,48 : 52
University of Tarapacá,Chile,,,,,,,,,,,,1201–1500,22.8–28.2,12.4,19.0,45.1,19.4,59.0,"10,496",31.8,4%,54 : 46
University of Tartu,EE,358,32,22.9,10.5,93.7,10.8,48.6,15.1,88.8,85.7,18.0,301–350,51.1–53.0,32.8,31.8,86.5,64.1,60.7,"9,694",9.0,12%,68 : 32
University of Tasmania,AU,293,37,16.0,7.4,22.1,59.8,79.9,89.7,80.0,15.9,85.6,251–300,53.1–55.8,31.6,38.4,82.0,70.5,90.9,"16,894",22.5,31%,60 : 40
"University of Technology, Iraq",Iraq,,,,,,,,,,,,801–1000,32.7–36.9,25.8,9.2,65.7,20.0,25.0,"10,321",6.9,0%,46 : 54
University of Technology of Compiègne,France,,,,,,,,,,,,1201–1500,22.8–28.2,26.7,10.9,24.3,48.8,83.8,"4,170",15.6,19%,39 : 61
University of Technology of Troyes,France,,,,,,,,,,,,1001–1200,28.3–32.6,31.5,11.9,29.1,42.0,74.8,"3,174",20.1,22%,25 : 75
University of Technology Sydney,AU,88,62.4,43.9,55.0,9.8,97.7,96.6,86.0,91.4,40.2,96.3,148,62.3,36.2,43.3,95.9,78.9,94.3,"28,223",37.4,25%,50 : 50
University of Tehran,IR,368,31.4,20.6,26.8,3.0,79.1,2.0,2.0,86.2,23.1,4.7,401–500,45.4–49.0,37.7,28.4,71.9,60.5,33.6,"54,890",26.6,2%,5 : 95
"The University of Tennessee, Knoxville",US,481,25,10.1,8.2,9.5,76.3,4.9,2.4,77.3,11.0,15.0,301–350,51.1–53.0,38.0,31.6,84.5,72.9,56.1,"28,377",17.0,3%,
The University of Texas at Arlington,US,1001-1200,-,4.6,5.1,4.5,9.8,1.9,29.6,61.6,8.1,40.4,601–800,37.0–41.8,25.2,20.5,65.5,62.9,55.0,"40,412",31.9,11%,63 : 37
