University_Key,University_Name_QS,Country_QS,Country_Code,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student_Score,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,University_Name_THE,Country_THE,THE_Rank,THE_Overall_Score,THE_Teaching_Score,THE_Research_Score,THE_Citations_Score,THE_Industry_Income_Score,THE_International_Outlook,Total_Students,Student_Staff_Ratio,International_Students,Female_Male_Ratio,Year
jouf university,Jouf University,Saudi Arabia,SA,801-850,-,8.8,5.3,45.1,1.9,100.0,2.8,Jouf University,Saudi Arabia,601.0,37.0–41.8,30.5,18.3,58.3,21.3,76.7,"19,006",9.6,3%,64:36:00,2024
kaunas university of technology,Kaunas University of Technology,Lithuania,LT,801-850,-,11.3,21.8,31.5,6.8,3.3,24.1,Kaunas University of Technology,Lithuania,1201.0,22.8–28.2,22.2,15.3,39.0,36.9,39.2,"7,986",13.3,8%,36 : 64,2024
konkuk university,Konkuk University ,South Korea,KR,801-850,-,9.4,9.3,59.0,13.8,7.7,9.8,Konkuk University,South Korea,601.0,37.0–41.8,32.2,37.6,49.1,73.7,45.0,"12,805",25.2,15%,48:52:00,2024
louisiana state university,Louisiana State University,United States,US,801-850,-,9.7,8.3,7.1,16.2,10.1,4.1,Louisiana State University,United States,601.0,37.0–41.8,32.7,21.4,61.1,63.1,47.8,"31,112",19.4,4%,55:45:00,2024
maynooth university,Maynooth University,Ireland,IE,801-850,-,10.0,9.2,8.7,12.6,89.4,15.6,Maynooth University,Ireland,401.0,45.4–49.0,21.1,30.7,77.0,58.3,74.8,"11,885",28.5,12%,56:44:00,2024
nagasaki university,Nagasaki University,Japan,JP,801-850,-,6.9,2.2,84.2,6.2,6.5,4.2,Nagasaki University,Japan,1201.0,22.8–28.2,29.4,14.8,28.5,48.4,40.3,"8,782",6.7,5%,39 : 61,2024
nanjing university of aeronautics and astronautics,Nanjing University of Aeronautics and Astronautics,China (Mainland),CN,801-850,-,4.7,2.6,13.1,47.3,5.7,3.2,Nanjing University of Aeronautics and Astronautics,China,601.0,37.0–41.8,28.2,31.6,50.1,71.4,24.7,"33,883",15.4,3%,,2024
north west university,North-West University,South Africa,ZA,801-850,-,7.1,9.1,5.2,13.0,5.8,2.4,North-West University,South Africa,601.0,37.0–41.8,22.7,18.7,64.3,48.0,56.6,"39,684",25.5,3%,61:39:00,2024
texas tech university,Texas Tech University,United States,US,801-850,-,11.0,11.8,5.0,15.3,8.5,7.1,Texas Tech University,United States,601.0,37.0–41.8,30.7,20.9,56.9,58.0,58.9,"37,331",21.1,6%,50:50:00,2024
tokyo university of agriculture and technology,Tokyo University of Agriculture and Technology ,Japan,JP,801-850,-,13.6,6.7,13.3,32.9,5.8,9.5,Tokyo University of Agriculture and Technology,Japan,801.0,32.7–36.9,35.0,29.1,29.6,84.5,38.1,"5,834",15.6,7%,34 : 66,2024
universidad pontificia bolivariana,Universidad Pontificia Bolivariana ,Colombia,CO,801-850,-,9.3,15.4,69.9,1.6,4.9,2.1,Universidad Pontificia Bolivariana (UPB),Colombia,1501.0,9.7–22.7,24.2,10.6,10.2,26.8,37.2,"10,565",10.6,2%,57:43:00,2024
universidad san francisco de quito,Universidad San Francisco de Quito (USFQ),Ecuador,EC,801-850,-,14.4,10.7,36.1,2.3,56.9,2.0,Universidad San Francisco de Quito,Ecuador,1001.0,28.3–32.6,22.3,11.1,48.9,17.4,67.0,"7,874",10.2,2%,50:50:00,2024
universidade federal de santa catarina,Universidade Federal de Santa Catarina ,Brazil,BR,801-850,-,19.6,4.4,19.0,8.0,4.4,2.0,Universidade Federal de Santa Catarina,Brazil,801.0,32.7–36.9,32.5,21.6,41.6,64.2,35.3,"42,576",17.7,2%,49:51:00,2024
universiti tunku abdul rahman,Universiti Tunku Abdul Rahman (UTAR),Malaysia,MY,801-850,-,12.9,36.4,11.1,5.1,8.4,3.3,Universiti Tunku Abdul Rahman (UTAR),Malaysia,1001.0,28.3–32.6,16.8,17.1,48.1,53.6,45.3,"19,080",17.2,9%,51:49:00,2024
university of alicante,University of Alicante,Spain,ES,801-850,-,13.4,6.2,22.9,8.0,4.6,14.0,University of Alicante,Spain,1001.0,28.3–32.6,25.0,19.8,43.8,51.6,44.6,"22,767",14.5,10%,59:41:00,2024
university of calcutta,University of Calcutta,India,IN,801-850,-,15.7,4.3,5.6,20.3,25.9,1.1,University of Calcutta,India,1001.0,28.3–32.6,40.0,15.2,33.7,30.3,19.3,"17,879",14.2,0%,54:46:00,2024
university of latvia,University of Latvia,Latvia,LV,801-850,-,12.5,17.8,5.1,6.1,12.5,5.3,University of Latvia,Latvia,1001.0,28.3–32.6,18.6,27.1,40.3,42.5,47.6,"12,125",30.2,7%,69:31:00,2024
university of salerno,University of Salerno,Italy,IT,801-850,-,7.9,2.1,4.8,31.9,3.4,1.8,University of Salerno,Italy,501.0,41.9–45.3,21.9,24.4,79.2,52.4,37.4,"26,142",26.5,2%,55:45:00,2024
university of santo tomas,University of Santo Tomas,Philippines,PH,801-850,-,11.5,33.5,15.7,1.3,41.4,8.2,University of Santo Tomas,Philippines,1501.0,9.7–22.7,19.6,9.5,25.8,20.7,67.0,"31,813",13.3,7%,51:49:00,2024
verona university,Verona University,Italy,IT,801-850,-,8.7,2.9,4.8,40.0,4.7,3.6,Verona University,Italy,401.0,45.4–49.0,29.6,26.2,84.1,67.0,46.0,"20,968",26.0,4%,64:36:00,2024
vilnius gediminas technical university,Vilnius Gediminas Technical University,Lithuania,LT,801-850,-,9.0,16.7,40.9,7.3,15.8,38.8,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,1201.0,22.8–28.2,22.0,16.3,36.0,57.8,47.2,"8,369",12.3,11%,34 : 66,2024
vytautas magnus university,Vytautas Magnus University,Lithuania,LT,801-850,-,11.0,20.6,38.5,2.1,15.1,40.2,Vytautas Magnus University,Lithuania,1201.0,22.8–28.2,22.4,12.3,27.4,20.9,61.9,"8,210",11.2,15%,61:39:00,2024
yokohama city university,Yokohama City University,Japan,JP,801-850,-,3.3,2.6,97.7,10.3,4.1,2.4,Yokohama City University,Japan,801.0,32.7–36.9,28.4,11.3,59.4,62.4,29.0,"5,144",6.0,3%,55:45:00,2024
chonnam national university,Chonnam National University,South Korea,KR,851-900,-,11.7,5.0,44.0,14.3,11.4,6.5,Chonnam National University,South Korea,801.0,32.7–36.9,28.5,28.3,43.6,57.5,32.8,"22,051",17.7,7%,49:51:00,2024
chungnam national university,Chungnam National University,South Korea,KR,851-900,-,11.7,8.0,45.3,10.6,8.2,10.7,Chungnam National University,South Korea,801.0,32.7–36.9,29.9,29.7,34.9,71.7,26.0,"20,334",19.8,4%,47:53:00,2024
cy cergy paris university,CY Cergy Paris University,France,FR,851-900,-,3.4,2.7,41.9,6.5,54.3,45.1,CY Cergy Paris University,France,801.0,32.7–36.9,23.8,25.3,44.4,56.6,92.7,"16,082",19.5,26%,52:48:00,2024
gda sk university of technology,Gdańsk University of Technology,Poland,PL,851-900,-,9.2,14.4,36.3,11.8,3.3,7.1,Gdańsk University of Technology,Poland,1001.0,28.3–32.6,19.7,17.0,48.3,50.7,35.0,"13,903",17.9,5%,38 : 62,2024
georgia state university,Georgia State University,United States,US,851-900,-,11.7,13.6,4.9,20.3,10.5,7.4,Georgia State University,United States,401.0,45.4–49.0,35.0,25.4,72.6,65.2,57.1,"30,821",15.7,7%,61:39:00,2024
kanazawa university,Kanazawa University,Japan,JP,851-900,-,9.3,4.4,60.8,12.1,9.2,5.8,Kanazawa University,Japan,1001.0,28.3–32.6,35.5,18.8,35.4,70.4,33.6,"10,271",9.9,6%,37 : 63,2024
kansas state university,Kansas State University ,United States,US,851-900,-,8.9,8.0,12.0,20.0,24.0,5.2,Kansas State University,United States,601.0,37.0–41.8,32.9,20.9,57.4,66.9,57.5,"19,332",13.8,6%,53:47:00,2024
king faisal university,King Faisal University,Saudi Arabia,SA,851-900,-,15.0,8.6,11.4,2.4,99.2,2.0,King Faisal University,Saudi Arabia,801.0,32.7–36.9,19.9,12.2,68.0,31.4,75.5,"29,628",14.5,2%,60:40:00,2024
kuwait university,Kuwait University,Kuwait,KW,851-900,-,13.6,8.3,6.4,2.2,30.4,21.0,Kuwait University,Kuwait,1001.0,28.3–32.6,19.5,9.9,55.5,28.9,66.4,"34,147",14.7,13%,73:27:00,2024
london south bank university,London South Bank University,United Kingdom,UK,851-900,-,3.5,2.9,8.3,5.6,78.2,95.9,London South Bank University,United Kingdom,601.0,37.0–41.8,18.6,12.4,65.9,52.4,92.3,"14,510",17.5,37%,56:44:00,2024
national research saratov state university,National Research Saratov State University,Russia,RU,851-900,-,5.2,2.5,95.8,1.7,3.2,18.2,National Research Saratov State University,Russian Federation,1501.0,9.7–22.7,26.8,16.1,17.6,39.1,38.0,"9,664",9.3,11%,58:42:00,2024
niigata university,Niigata University,Japan,JP,851-900,-,4.9,3.3,88.1,4.6,4.2,3.3,Niigata University,Japan,1001.0,28.3–32.6,30.6,15.0,41.8,49.7,29.0,"11,942",7.2,3%,37 : 63,2024
north south university,North South University,Bangladesh,BD,851-900,-,12.1,48.4,5.6,2.3,12.2,2.4,North South University,Bangladesh,801.0,32.7–36.9,12.9,10.0,76.1,15.8,43.3,"18,681",21.3,0%,42:58:00,2024
oklahoma state university,Oklahoma State University ,United States,US,851-900,-,8.4,9.7,10.7,15.1,37.3,4.3,Oklahoma State University,United States,601.0,37.0–41.8,34.1,20.9,60.8,65.8,56.0,"21,239",14.1,5%,52:48:00,2024
pavol jozef af rik university in ko ice,Pavol Jozef Šafárik University in Košice,Slovakia,SK,851-900,-,5.1,3.6,55.5,3.6,2.0,63.8,Pavol Jozef Šafárik University in Košice,Slovakia,1201.0,22.8–28.2,40.7,10.2,17.1,24.9,62.1,"7,060",10.3,24%,67:33:00,2024
southern federal university,Southern Federal University,Russia,RU,851-900,-,7.6,3.6,77.8,1.8,3.5,23.1,Southern Federal University,Russian Federation,1201.0,22.8–28.2,27.9,14.3,21.4,32.1,40.3,"19,181",11.3,11%,54:46:00,2024
technological university dublin,Technological University Dublin,Ireland,IE,851-900,-,12.1,12.4,12.6,3.1,32.7,39.6,Technological University Dublin,Ireland,1001.0,28.3–32.6,19.1,13.1,45.6,66.0,64.9,"20,801",18.7,18%,44:56:00,2024
tu dortmund university,TU Dortmund University,Germany,DE,851-900,-,13.6,13.8,22.2,7.4,20.2,19.1,TU Dortmund University,Germany,401.0,45.4–49.0,35.7,42.2,62.3,72.0,57.3,"19,477",56.0,15%,49:51:00,2024
university of bucharest,University of Bucharest,Romania,RO,851-900,-,15.5,13.8,6.5,4.2,2.8,1.9,University of Bucharest,Romania,1001.0,28.3–32.6,24.8,21.1,43.2,25.3,29.1,"32,362",33.3,2%,70:30:00,2024
university of east london,University of East London,United Kingdom,UK,851-900,-,3.6,3.5,3.5,6.7,74.2,100.0,University of East London,United Kingdom,1001.0,28.3–32.6,21.8,15.1,41.0,28.2,84.9,"14,480",26.1,52%,56:44:00,2024
university of hertfordshire,University of Hertfordshire,United Kingdom,UK,851-900,-,4.7,4.8,6.4,5.6,63.4,99.5,University of Hertfordshire,United Kingdom,601.0,37.0–41.8,18.6,13.4,67.2,33.9,91.6,"20,480",16.3,40%,52:48:00,2024
university of lincoln,University of Lincoln,United Kingdom,UK,851-900,-,6.1,5.1,9.1,11.3,64.6,30.1,University of Lincoln,United Kingdom,501.0,41.9–45.3,19.9,18.7,82.2,24.7,80.2,"15,020",16.1,13%,55:45:00,2024
university of malta,University of Malta,Malta,MT,851-900,-,5.3,5.2,38.2,6.5,15.1,11.2,University of Malta,Malta,801.0,32.7–36.9,23.4,16.2,60.6,20.5,53.8,"10,056",12.3,14%,59:41:00,2024
university of maribor,University of Maribor,Slovenia,SI,851-900,-,7.0,6.7,30.8,6.7,1.9,14.3,University of Maribor,Slovenia,1201.0,22.8–28.2,20.1,16.9,40.8,36.5,38.9,"12,919",14.4,11%,54:46:00,2024
university of messina,University of Messina (UniME),Italy,IT,851-900,-,8.3,2.5,12.7,29.4,1.4,4.4,University of Messina,Italy,501.0,41.9–45.3,30.5,25.3,79.1,59.5,34.1,"13,509",21.1,3%,63:37:00,2024
university of palermo,University of Palermo,Italy,IT,851-900,-,10.9,2.4,5.1,27.5,2.4,1.9,University of Palermo,Italy,601.0,37.0–41.8,18.9,22.5,69.8,47.2,34.8,"33,972",22.0,1%,59:41:00,2024
university of parma,University of Parma,Italy,IT,851-900,-,9.4,2.7,2.6,34.6,2.0,6.3,University of Parma,Italy,601.0,37.0–41.8,19.4,22.6,72.2,65.9,38.7,"29,840",33.4,6%,58:42:00,2024
university of salford,University of Salford,United Kingdom,UK,851-900,-,7.4,4.0,6.7,7.8,38.1,70.1,University of Salford,United Kingdom,801.0,32.7–36.9,18.8,15.0,61.1,46.9,82.2,"20,010",20.3,23%,55:45:00,2024
university of south africa,University of South Africa,South Africa,ZA,851-900,-,9.6,4.9,1.0,8.8,,8.0,University of South Africa,South Africa,1001.0,28.3–32.6,24.7,19.3,50.5,26.0,41.4,"1,98,816",114.2,3%,74:26:00,2024
worcester polytechnic institute,Worcester Polytechnic Institute,United States,US,851-900,-,3.9,5.7,17.1,27.5,42.7,24.2,Worcester Polytechnic Institute,United States,601.0,37.0–41.8,30.0,22.1,61.2,61.8,57.2,"5,834",13.0,14%,38 : 62,2024
alexandria university,Alexandria University ,Egypt,EG,901-950,-,21.5,13.1,5.0,1.9,1.7,5.0,Alexandria University,Egypt,801.0,32.7–36.9,17.9,17.7,58.2,27.2,51.4,"2,05,777",28.7,4%,52:48:00,2024
asia university taiwan,Asia University Taiwan,Taiwan,TW,901-950,-,5.9,1.8,3.3,38.7,9.5,3.5,"Asia University, Taiwan",Taiwan,401.0,45.4–49.0,18.3,36.6,80.6,63.2,49.2,"11,431",29.5,4%,63:37:00,2024
athens university of economics and business,Athens University of Economics and Business,Greece,GR,901-950,-,7.4,33.3,1.6,17.7,1.7,3.3,Athens University of Economics and Business,Greece,801.0,32.7–36.9,18.1,23.6,53.3,57.8,44.5,"10,477",53.7,5%,45:55:00,2024
donghua university,Donghua University,China (Mainland),CN,901-950,-,4.0,1.5,26.9,37.9,2.3,3.4,Donghua University,China,501.0,41.9–45.3,27.8,22.1,72.8,85.3,39.9,"23,099",14.7,6%,44:56:00,2024
hallym university,Hallym University ,South Korea,KR,901-950,-,2.6,1.9,94.0,6.9,4.2,2.7,Hallym University,South Korea,1201.0,22.8–28.2,25.2,19.8,31.8,60.6,23.4,"8,369",9.3,4%,,2024
kumamoto university,Kumamoto University,Japan,JP,901-950,-,7.6,3.1,56.0,12.3,5.9,3.4,Kumamoto University,Japan,801.0,32.7–36.9,33.6,19.6,40.9,77.5,36.5,"9,384",9.8,6%,39 : 61,2024
mendel university in brno,Mendel University in Brno,Czech Republic,CZ,901-950,-,6.4,8.6,48.8,3.9,10.4,37.1,Mendel University in Brno,Czech Republic,1201.0,22.8–28.2,20.9,19.4,36.8,21.0,55.1,"9,019",16.3,17%,57:43:00,2024
national chung cheng university,National Chung Cheng University,Taiwan,TW,901-950,-,13.0,26.2,18.2,5.2,4.5,3.9,National Chung Cheng University,Taiwan,1201.0,22.8–28.2,23.5,22.2,25.0,72.9,26.5,"8,748",15.6,4%,44:56:00,2024
national technical university kharkiv polytechnic institute,"National Technical University ""Kharkiv Polytechnic Institute""",Ukraine,UA,901-950,-,6.6,12.1,63.3,1.3,1.8,24.0,National Technical University Kharkiv Polytechnic Institute,Ukraine,1201.0,22.8–28.2,24.8,9.0,14.9,17.5,33.6,"11,055",7.9,14%,31 : 69,2024
okayama university,Okayama University,Japan,JP,901-950,-,8.9,3.9,62.1,8.4,5.6,6.3,Okayama University,Japan,801.0,32.7–36.9,34.6,21.5,36.4,84.9,37.2,"13,027",10.0,7%,40 : 60,2024
pontificia universidad cat lica del ecuador,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,EC,901-950,-,16.8,28.7,10.5,1.3,16.9,1.6,Pontificia Universidad Católica del Ecuador,Ecuador,1501.0,9.7–22.7,12.2,8.7,15.3,15.9,63.9,"21,237",25.4,1%,56:44:00,2024
prince of songkla university,Prince of Songkla University,Thailand,TH,901-950,-,20.1,7.1,16.4,3.2,4.9,1.9,Prince of Songkla University,Thailand,1201.0,22.8–28.2,23.4,14.8,32.6,43.5,37.7,"33,318",12.9,2%,69:31:00,2024
qassim university,Qassim University,Saudi Arabia,SA,901-950,-,7.2,2.9,30.6,1.6,98.4,8.6,Qassim University,Saudi Arabia,801.0,32.7–36.9,36.0,20.4,42.8,21.6,80.2,"37,222",10.2,7%,62:38:00,2024
robert gordon university,Robert Gordon University,United Kingdom,UK,901-950,-,3.5,11.7,5.4,4.9,63.9,76.7,Robert Gordon University,United Kingdom,801.0,32.7–36.9,17.5,13.2,53.4,36.0,87.1,"10,095",21.0,26%,60:40:00,2024
samara national research university,Samara National Research University (Samara University),Russia,RU,901-950,-,4.6,2.2,81.8,2.3,2.8,14.3,Samara National Research University (Samara University),Russian Federation,1201.0,22.8–28.2,27.5,14.8,21.8,26.6,37.1,"9,198",10.7,14%,48:52:00,2024
sophia university,Sophia University ,Japan,JP,901-950,-,12.1,19.9,21.3,2.1,35.2,12.0,Sophia University,Japan,1501.0,9.7–22.7,22.6,11.0,13.3,25.4,50.9,"13,265",12.7,10%,60:40:00,2024
university of central lancashire,University of Central Lancashire,United Kingdom,UK,901-950,-,5.9,5.8,11.5,4.4,37.0,81.6,University of Central Lancashire,United Kingdom,1001.0,28.3–32.6,18.3,13.8,51.9,34.3,82.3,"21,525",16.3,28%,58:42:00,2024
university of denver,University of Denver,United States,US,901-950,-,5.3,7.5,45.7,11.1,2.4,5.6,University of Denver,United States,501.0,41.9–45.3,39.9,24.3,64.2,55.8,31.2,"10,367",13.6,5%,60:40:00,2024
university of murcia,University of Murcia,Spain,ES,901-950,-,12.6,2.8,32.5,5.7,3.7,8.3,University of Murcia,Spain,801.0,32.7–36.9,25.2,19.9,52.6,61.4,38.9,"28,862",17.7,5%,62:38:00,2024
birla institute of technology and science pilani,"Birla Institute of Technology and Science, Pilani",India,IN,951-1000,-,9.1,14.4,7.3,17.3,1.8,2.6,"Birla Institute of Technology and Science, Pilani",India,801.0,32.7–36.9,23.7,17.0,67.4,31.7,25.1,"16,339",16.2,2%,0.888888889,2024
george mason university,George Mason University,United States,US,951-1000,-,9.0,6.0,12.6,11.4,12.4,10.6,George Mason University,United States,401.0,45.4–49.0,29.7,27.5,82.7,62.0,59.9,"32,959",18.3,11%,53:47:00,2024
gifu university,Gifu University,Japan,JP,951-1000,-,6.3,2.5,67.4,7.3,5.3,3.7,Gifu University,Japan,1001.0,28.3–32.6,30.6,23.2,29.5,65.9,29.5,"7,134",14.6,4%,38 : 62,2024
gunma university,Gunma University,Japan,JP,951-1000,-,3.8,2.2,82.0,4.7,4.5,3.7,Gunma University,Japan,1201.0,22.8–28.2,28.6,14.2,20.7,57.4,26.7,"6,248",7.6,4%,37 : 63,2024
jamia millia islamia,Jamia Millia Islamia,India,IN,951-1000,-,8.0,2.6,34.7,20.7,3.5,4.4,Jamia Millia Islamia,India,501.0,41.9–45.3,41.1,14.4,75.7,37.5,39.7,"10,235",11.2,4%,52:48:00,2024
khon kaen university,Khon Kaen University,Thailand,TH,951-1000,-,16.4,12.1,8.1,4.1,6.9,2.7,Khon Kaen University,Thailand,1201.0,22.8–28.2,23.3,15.7,35.5,36.1,35.4,"32,895",17.2,2%,62:38:00,2024
king mongkut s university of technology thonburi,King Mongkut's University of Technology Thonburi ,Thailand,TH,951-1000,-,13.1,7.2,14.0,7.6,12.5,3.5,King Mongkut’s University of Technology Thonburi,Thailand,801.0,32.7–36.9,21.5,22.1,59.5,71.0,43.3,"15,075",20.4,4%,45:55:00,2024
lviv polytechnic national university,Lviv Polytechnic National University,Ukraine,UA,951-1000,-,8.1,14.8,37.2,1.8,1.9,1.6,Lviv Polytechnic National University,Ukraine,601.0,37.0–41.8,22.9,11.3,34.2,18.8,27.1,"22,580",11.9,1%,41:59:00,2024
makerere university,Makerere University,Uganda,UG,951-1000,-,10.2,4.7,3.4,4.6,10.3,8.2,Makerere University,Uganda,801.0,32.7–36.9,23.4,25.3,39.6,52.1,68.1,"29,510",19.2,3%,46:54:00,2024
south ural state university,South Ural State University (National Research University),Russia,RU,951-1000,-,9.3,4.2,39.4,3.0,9.7,16.4,South Ural State University,Russian Federation,601.0,37.0–41.8,23.2,13.5,74.7,24.7,54.5,"15,354",11.0,11%,37 : 63,2024
sumy state university,Sumy State University,Ukraine,UA,951-1000,-,5.6,5.7,42.4,2.3,2.9,63.1,Sumy State University,Ukraine,401.0,45.4–49.0,24.3,13.5,68.9,20.0,63.2,"8,449",12.0,24%,45:55:00,2024
the university of alabama,The University of Alabama,United States,US,951-1000,-,9.7,19.0,5.9,12.8,8.9,2.7,The University of Alabama,United States,601.0,37.0–41.8,26.0,21.2,64.4,46.6,39.3,"34,810",21.6,4%,57:43:00,2024
tokyo metropolitan university,Tokyo Metropolitan University,Japan,JP,951-1000,-,12.6,5.4,28.7,14.3,6.9,6.3,Tokyo Metropolitan University,Japan,1001.0,28.3–32.6,29.8,16.2,39.2,48.0,36.5,"8,903",10.9,7%,39 : 61,2024
universidad peruana cayetano heredia,Universidad Peruana Cayetano Heredia (UPCH),Peru,PE,951-1000,-,9.7,10.4,54.9,2.3,1.2,1.2,Universidad Peruana Cayetano Heredia,Peru,1001.0,28.3–32.6,16.9,12.9,53.3,29.8,49.8,"10,503",15.6,1%,66:34:00,2024
universiti pendidikan sultan idris,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,MY,951-1000,-,11.9,11.0,25.0,2.5,21.0,28.7,Universiti Pendidikan Sultan Idris,Malaysia,601.0,37.0–41.8,35.3,25.2,38.8,62.3,70.8,"5,920",9.8,20%,57:43:00,2024
university of baghdad,University of Baghdad,Iraq,IQ,951-1000,-,9.5,11.4,30.9,1.5,1.8,1.1,University of Baghdad,Iraq,1501.0,9.7–22.7,25.1,12.6,19.8,28.5,20.2,"77,128",13.3,0%,57:43:00,2024
university of calabria,University of Calabria,Italy,IT,951-1000,-,5.7,2.0,3.9,25.7,6.2,5.7,University of Calabria,Italy,501.0,41.9–45.3,34.9,19.5,69.6,47.4,43.2,"12,784",16.1,5%,62:38:00,2024
university of ghana,University of Ghana,Ghana,GH,951-1000,-,10.5,9.4,1.8,5.1,4.9,1.8,University of Ghana,Ghana,1001.0,28.3–32.6,14.9,21.3,42.1,37.3,52.3,"59,744",35.9,1%,49:51:00,2024
university of peshawar,University of Peshawar,Pakistan,PK,951-1000,-,6.0,9.0,36.0,17.4,,2.0,University of Peshawar,Pakistan,1001.0,28.3–32.6,19.4,12.2,61.0,17.4,47.3,"20,494",42.7,0%,0.806944444,2024
university of seoul,University of Seoul ,South Korea,KR,951-1000,-,12.1,10.0,37.2,8.2,3.2,5.8,University of Seoul,South Korea,801.0,32.7–36.9,28.8,26.1,41.0,52.1,34.9,"9,929",14.4,4%,42:58:00,2024
university of the western cape,University of the Western Cape,South Africa,ZA,951-1000,-,8.4,7.8,4.2,15.1,26.4,4.0,University of the Western Cape,South Africa,601.0,37.0–41.8,22.0,23.8,59.3,22.6,65.7,"24,605",36.7,6%,61:39:00,2024
vietnam national university hanoi,"Vietnam National University, Hanoi ",Vietnam,VN,951-1000,-,13.5,21.1,9.4,2.3,4.7,1.2,"Vietnam National University, Hanoi",Vietnam,1201.0,22.8–28.2,20.9,11.2,46.8,19.1,48.9,"52,005",15.9,1%,63:37:00,2024
yeungnam university,Yeungnam University ,South Korea,KR,951-1000,-,5.5,3.2,14.3,23.3,39.8,6.1,Yeungnam University,South Korea,601.0,37.0–41.8,24.1,18.0,66.8,47.0,54.9,"19,063",14.7,5%,50:50:00,2024
